,Trump,Donald Trump,President of USA,Close,DateTime
398,35.0,7.0,0.0,107.83,2020-01-16 15:00:00
399,37.0,8.0,0.0,108.26,2020-01-16 16:00:00
400,46.0,10.0,0.0,108.185,2020-01-16 17:00:00
401,45.0,10.0,0.0,108.26,2020-01-16 18:00:00
402,50.0,11.0,0.0,108.08,2020-01-16 19:00:00
403,58.0,13.0,0.0,108.325,2020-01-16 20:00:00
404,69.0,16.0,0.0,107.985,2020-01-16 21:00:00
405,70.0,16.0,0.0,107.985,2020-01-16 22:00:00
406,73.0,17.0,0.0,106.275,2020-01-16 23:00:00
407,69.0,15.0,0.0,106.275,2020-01-17 00:00:00
408,22.0,5.0,0.0,108.44,2020-01-17 11:00:00
409,27.0,6.0,0.0,106.39,2020-01-17 12:00:00
410,31.0,7.0,0.0,106.39,2020-01-17 13:00:00
411,32.0,7.0,0.0,109.09,2020-01-17 14:00:00
412,35.0,7.0,0.0,108.77,2020-01-17 15:00:00
413,37.0,8.0,0.0,109.185,2020-01-17 16:00:00
414,40.0,9.0,0.0,108.88,2020-01-17 17:00:00
415,41.0,9.0,0.0,108.855,2020-01-17 18:00:00
416,43.0,9.0,0.0,109.01,2020-01-17 19:00:00
417,44.0,9.0,0.0,109.29,2020-01-17 20:00:00
418,46.0,9.0,0.0,109.195,2020-01-17 21:00:00
419,50.0,10.0,0.0,109.195,2020-01-17 22:00:00
420,56.0,11.0,0.0,109.5,2020-01-17 23:00:00
421,55.0,11.0,0.0,109.5,2020-01-18 00:00:00
422,40.0,9.0,0.0,108.72,2020-01-21 11:00:00
423,42.0,9.0,0.0,111.275,2020-01-21 12:00:00
424,48.0,10.0,0.0,105.97,2020-01-21 13:00:00
425,51.0,11.0,0.0,109.82,2020-01-21 14:00:00
426,55.0,11.0,0.0,109.315,2020-01-21 15:00:00
427,60.0,12.0,0.0,109.685,2020-01-21 16:00:00
428,70.0,15.0,0.0,109.52,2020-01-21 17:00:00
429,82.0,18.0,0.0,109.42,2020-01-21 18:00:00
430,82.0,17.0,0.0,109.27,2020-01-21 19:00:00
431,83.0,17.0,0.0,109.235,2020-01-21 20:00:00
432,90.0,18.0,0.0,107.195,2020-01-21 21:00:00
433,98.0,21.0,0.0,107.47,2020-01-21 22:00:00
434,100.0,20.0,0.0,107.195,2020-01-21 23:00:00
435,99.0,20.0,0.0,107.195,2020-01-22 00:00:00
436,31.0,7.0,0.0,105.775,2020-01-22 09:00:00
437,33.0,7.0,0.0,105.775,2020-01-22 10:00:00
438,43.0,9.0,0.0,105.775,2020-01-22 11:00:00
439,49.0,10.0,0.0,106.745,2020-01-22 12:00:00
440,53.0,11.0,0.0,105.775,2020-01-22 13:00:00
441,54.0,11.0,0.0,109.095,2020-01-22 14:00:00
442,57.0,12.0,0.0,109.29,2020-01-22 15:00:00
443,61.0,12.0,0.0,109.035,2020-01-22 16:00:00
444,66.0,13.0,0.0,108.975,2020-01-22 17:00:00
445,74.0,15.0,0.0,108.94,2020-01-22 18:00:00
446,71.0,15.0,0.0,109.09,2020-01-22 19:00:00
447,77.0,15.0,0.0,109.135,2020-01-22 20:00:00
448,78.0,15.0,0.0,106.015,2020-01-22 21:00:00
449,86.0,17.0,0.0,108.07,2020-01-22 22:00:00
450,97.0,18.0,0.0,106.745,2020-01-22 23:00:00
451,95.0,18.0,0.0,106.745,2020-01-23 00:00:00
452,27.0,6.0,0.0,106.745,2020-01-23 09:00:00
453,29.0,6.0,0.0,106.745,2020-01-23 10:00:00
454,36.0,7.0,0.0,106.745,2020-01-23 11:00:00
455,43.0,8.0,0.0,106.745,2020-01-23 12:00:00
456,47.0,9.0,0.0,106.015,2020-01-23 13:00:00
457,51.0,10.0,0.0,108.88,2020-01-23 14:00:00
458,54.0,11.0,0.0,108.67,2020-01-23 15:00:00
459,60.0,12.0,0.0,108.76,2020-01-23 16:00:00
460,64.0,13.0,0.0,109.05,2020-01-23 17:00:00
461,70.0,14.0,0.0,109.36,2020-01-23 18:00:00
462,71.0,14.0,0.0,109.635,2020-01-23 19:00:00
463,74.0,15.0,0.0,109.625,2020-01-23 20:00:00
464,78.0,15.0,0.0,109.815,2020-01-23 21:00:00
465,85.0,16.0,0.0,106.965,2020-01-23 22:00:00
466,92.0,17.0,0.0,107.435,2020-01-23 23:00:00
467,92.0,17.0,0.0,107.435,2020-01-24 00:00:00
468,25.0,6.0,0.0,106.745,2020-01-24 09:00:00
469,27.0,6.0,0.0,109.97,2020-01-24 10:00:00
470,35.0,7.0,0.0,109.97,2020-01-24 11:00:00
471,42.0,9.0,0.0,109.97,2020-01-24 12:00:00
472,46.0,9.0,0.0,109.97,2020-01-24 13:00:00
473,50.0,10.0,0.0,109.95,2020-01-24 14:00:00
474,53.0,11.0,0.0,110.09,2020-01-24 15:00:00
475,57.0,11.0,0.0,110.0,2020-01-24 16:00:00
476,68.0,13.0,0.0,109.76,2020-01-24 17:00:00
477,72.0,14.0,0.0,109.305,2020-01-24 18:00:00
478,75.0,14.0,0.0,109.635,2020-01-24 19:00:00
479,78.0,15.0,0.0,110.205,2020-01-24 20:00:00
480,81.0,15.0,0.0,108.47,2020-01-24 21:00:00
481,88.0,16.0,0.0,108.47,2020-01-24 22:00:00
482,96.0,18.0,0.0,106.745,2020-01-24 23:00:00
483,98.0,18.0,0.0,106.745,2020-01-25 00:00:00
484,11.0,2.0,0.0,116.755,2020-02-03 11:00:00
485,14.0,3.0,0.0,116.755,2020-02-03 12:00:00
486,15.0,3.0,0.0,117.975,2020-02-03 13:00:00
487,16.0,3.0,0.0,117.96,2020-02-03 14:00:00
488,16.0,3.0,0.0,118.045,2020-02-03 15:00:00
489,17.0,4.0,0.0,117.76,2020-02-03 16:00:00
490,17.0,4.0,0.0,117.685,2020-02-03 17:00:00
491,18.0,4.0,0.0,117.925,2020-02-03 18:00:00
492,18.0,4.0,0.0,118.03,2020-02-03 19:00:00
493,18.0,4.0,0.0,117.815,2020-02-03 20:00:00
494,20.0,4.0,0.0,117.825,2020-02-03 21:00:00
495,22.0,4.0,0.0,117.825,2020-02-03 22:00:00
496,24.0,5.0,0.0,120.91,2020-02-03 23:00:00
497,24.0,5.0,0.0,121.02,2020-02-04 00:00:00
498,9.0,2.0,0.0,118.43,2020-02-04 11:00:00
499,10.0,2.0,0.0,120.04,2020-02-04 12:00:00
500,12.0,2.0,0.0,121.695,2020-02-04 13:00:00
501,12.0,2.0,0.0,119.435,2020-02-04 14:00:00
502,12.0,2.0,0.0,119.43,2020-02-04 15:00:00
503,13.0,3.0,0.0,119.87,2020-02-04 16:00:00
504,14.0,3.0,0.0,120.135,2020-02-04 17:00:00
505,15.0,3.0,0.0,120.005,2020-02-04 18:00:00
506,15.0,3.0,0.0,119.53,2020-02-04 19:00:00
507,15.0,3.0,0.0,118.665,2020-02-04 20:00:00
508,16.0,3.0,0.0,122.74,2020-02-04 21:00:00
509,20.0,4.0,0.0,122.74,2020-02-04 22:00:00
510,23.0,4.0,0.0,122.74,2020-02-04 23:00:00
511,25.0,4.0,0.0,122.74,2020-02-05 00:00:00
512,15.0,3.0,0.0,119.27,2020-02-05 11:00:00
513,18.0,3.0,0.0,121.64,2020-02-05 12:00:00
514,20.0,4.0,0.0,123.065,2020-02-05 13:00:00
515,21.0,4.0,0.0,118.64,2020-02-05 14:00:00
516,21.0,4.0,0.0,118.135,2020-02-05 15:00:00
517,22.0,4.0,0.0,117.705,2020-02-05 16:00:00
518,24.0,4.0,0.0,116.075,2020-02-05 17:00:00
519,26.0,5.0,0.0,116.28,2020-02-05 18:00:00
520,32.0,6.0,0.0,116.49,2020-02-05 19:00:00
521,35.0,6.0,0.0,116.45,2020-02-05 20:00:00
522,100.0,19.0,0.0,113.38,2020-02-05 21:00:00
523,86.0,16.0,0.0,116.75,2020-02-05 22:00:00
524,68.0,13.0,0.0,120.75,2020-02-05 23:00:00
525,58.0,11.0,0.0,120.75,2020-02-06 00:00:00
526,12.0,3.0,0.0,116.705,2020-02-06 11:00:00
527,15.0,3.0,0.0,119.25,2020-02-06 12:00:00
528,17.0,3.0,0.0,117.25,2020-02-06 13:00:00
529,18.0,4.0,0.0,115.91,2020-02-06 14:00:00
530,18.0,3.0,0.0,116.84,2020-02-06 15:00:00
531,20.0,4.0,0.0,116.54,2020-02-06 16:00:00
532,30.0,6.0,0.0,116.36,2020-02-06 17:00:00
533,28.0,5.0,0.0,116.235,2020-02-06 18:00:00
534,23.0,4.0,0.0,115.825,2020-02-06 19:00:00
535,22.0,4.0,0.0,115.845,2020-02-06 20:00:00
536,23.0,4.0,0.0,115.89,2020-02-06 21:00:00
537,25.0,5.0,0.0,116.39,2020-02-06 22:00:00
538,28.0,5.0,0.0,116.39,2020-02-06 23:00:00
539,27.0,5.0,0.0,115.89,2020-02-07 00:00:00
540,8.0,2.0,0.0,115.65,2020-02-07 11:00:00
541,10.0,2.0,0.0,116.02,2020-02-07 12:00:00
542,11.0,2.0,0.0,116.02,2020-02-07 13:00:00
543,12.0,2.0,0.0,116.04,2020-02-07 14:00:00
544,13.0,2.0,0.0,115.325,2020-02-07 15:00:00
545,14.0,3.0,0.0,115.25,2020-02-07 16:00:00
546,14.0,3.0,0.0,115.165,2020-02-07 17:00:00
547,15.0,3.0,0.0,114.535,2020-02-07 18:00:00
548,15.0,3.0,0.0,114.845,2020-02-07 19:00:00
549,15.0,3.0,0.0,114.335,2020-02-07 20:00:00
550,17.0,3.0,0.0,112.655,2020-02-07 21:00:00
551,18.0,3.0,0.0,114.21,2020-02-07 22:00:00
552,20.0,4.0,0.0,114.195,2020-02-07 23:00:00
553,23.0,4.0,0.0,114.195,2020-02-08 00:00:00
554,30.0,7.0,0.0,115.0,2020-02-10 12:00:00
555,35.0,7.0,0.0,112.655,2020-02-10 13:00:00
556,37.0,8.0,0.0,114.695,2020-02-10 14:00:00
557,39.0,8.0,0.0,114.54,2020-02-10 15:00:00
558,41.0,8.0,0.0,115.01,2020-02-10 16:00:00
559,46.0,9.0,0.0,115.195,2020-02-10 17:00:00
560,49.0,10.0,0.0,115.365,2020-02-10 18:00:00
561,50.0,10.0,0.0,115.505,2020-02-10 19:00:00
562,53.0,10.0,0.0,115.725,2020-02-10 20:00:00
563,60.0,11.0,0.0,115.0,2020-02-10 21:00:00
564,67.0,12.0,0.0,115.0,2020-02-10 22:00:00
565,85.0,14.0,0.0,115.0,2020-02-10 23:00:00
566,100.0,14.0,0.0,115.0,2020-02-11 00:00:00
567,25.0,5.0,0.0,115.89,2020-02-11 11:00:00
568,32.0,6.0,0.0,115.0,2020-02-11 12:00:00
569,38.0,8.0,0.0,113.6,2020-02-11 13:00:00
570,39.0,8.0,0.0,116.18,2020-02-11 14:00:00
571,42.0,8.0,0.0,115.73,2020-02-11 15:00:00
572,44.0,9.0,0.0,115.415,2020-02-11 16:00:00
573,48.0,10.0,0.0,115.26,2020-02-11 17:00:00
574,50.0,10.0,0.0,115.18,2020-02-11 18:00:00
575,50.0,11.0,0.0,115.055,2020-02-11 19:00:00
576,52.0,11.0,0.0,114.815,2020-02-11 20:00:00
577,56.0,12.0,0.0,115.65,2020-02-11 21:00:00
578,63.0,13.0,0.0,115.65,2020-02-11 22:00:00
579,71.0,14.0,0.0,115.0,2020-02-11 23:00:00
580,70.0,14.0,0.0,115.0,2020-02-12 00:00:00
581,28.0,6.0,0.0,115.04,2020-02-12 11:00:00
582,36.0,8.0,0.0,115.0,2020-02-12 12:00:00
583,40.0,9.0,0.0,115.14,2020-02-12 13:00:00
584,42.0,9.0,0.0,113.69,2020-02-12 14:00:00
585,43.0,9.0,0.0,113.0,2020-02-12 15:00:00
586,45.0,10.0,0.0,114.065,2020-02-12 16:00:00
587,48.0,10.0,0.0,113.43,2020-02-12 17:00:00
588,50.0,11.0,0.0,113.625,2020-02-12 18:00:00
589,50.0,11.0,0.0,114.11,2020-02-12 19:00:00
590,52.0,11.0,0.0,114.075,2020-02-12 20:00:00
591,54.0,11.0,0.0,114.655,2020-02-12 21:00:00
592,60.0,13.0,0.0,114.655,2020-02-12 22:00:00
593,65.0,14.0,0.0,113.08,2020-02-12 23:00:00
594,64.0,13.0,0.0,113.08,2020-02-13 00:00:00
595,24.0,5.0,0.0,113.94,2020-02-13 11:00:00
596,29.0,6.0,0.0,113.25,2020-02-13 12:00:00
597,34.0,7.0,0.0,113.25,2020-02-13 13:00:00
598,38.0,8.0,0.0,114.045,2020-02-13 14:00:00
599,40.0,9.0,0.0,114.63,2020-02-13 15:00:00
600,43.0,9.0,0.0,114.365,2020-02-13 16:00:00
601,46.0,10.0,0.0,114.72,2020-02-13 17:00:00
602,48.0,10.0,0.0,114.78,2020-02-13 18:00:00
603,50.0,10.0,0.0,114.56,2020-02-13 19:00:00
604,51.0,11.0,0.0,114.38,2020-02-13 20:00:00
605,60.0,12.0,0.0,112.525,2020-02-13 21:00:00
606,66.0,14.0,0.0,112.44,2020-02-13 22:00:00
607,71.0,15.0,0.0,112.44,2020-02-13 23:00:00
608,70.0,14.0,0.0,112.44,2020-02-14 00:00:00
609,32.0,7.0,0.0,113.25,2020-02-14 12:00:00
610,40.0,8.0,0.0,112.525,2020-02-14 13:00:00
611,40.0,9.0,0.0,115.45,2020-02-14 14:00:00
612,42.0,9.0,0.0,115.91,2020-02-14 15:00:00
613,43.0,9.0,0.0,115.605,2020-02-14 16:00:00
614,45.0,9.0,0.0,115.85,2020-02-14 17:00:00
615,47.0,10.0,0.0,115.735,2020-02-14 18:00:00
616,48.0,10.0,0.0,115.83,2020-02-14 19:00:00
617,50.0,10.0,0.0,116.205,2020-02-14 20:00:00
618,53.0,10.0,0.0,113.18,2020-02-14 21:00:00
619,56.0,12.0,0.0,113.18,2020-02-14 22:00:00
620,60.0,12.0,0.0,116.08,2020-02-14 23:00:00
621,60.0,12.0,0.0,116.08,2020-02-15 00:00:00
622,78.0,22.0,0.0,110.95,2020-02-24 09:00:00
623,64.0,18.0,0.0,110.95,2020-02-24 10:00:00
624,68.0,20.0,0.0,113.86,2020-02-24 11:00:00
625,0.0,0.0,0.0,114.32,2020-02-24 12:00:00
626,0.0,0.0,0.0,114.325,2020-02-24 13:00:00
627,0.0,0.0,0.0,114.81,2020-02-24 14:00:00
628,0.0,0.0,0.0,115.095,2020-02-24 15:00:00
629,0.0,0.0,0.0,114.61,2020-02-24 16:00:00
630,0.0,0.0,0.0,114.6,2020-02-24 17:00:00
631,0.0,0.0,0.0,114.94,2020-02-24 18:00:00
632,0.0,0.0,0.0,115.19,2020-02-24 19:00:00
633,0.0,0.0,0.0,114.73,2020-02-24 20:00:00
634,0.0,0.0,0.0,112.825,2020-02-24 21:00:00
635,0.0,0.0,0.0,112.825,2020-02-24 22:00:00
636,0.0,0.0,0.0,112.825,2020-02-24 23:00:00
637,0.0,0.0,0.0,115.2,2020-02-25 00:00:00
638,0.0,0.0,0.0,111.53,2020-02-25 09:00:00
639,0.0,0.0,0.0,111.53,2020-02-25 10:00:00
640,0.0,0.0,0.0,114.34,2020-02-25 11:00:00
641,0.0,0.0,0.0,115.9,2020-02-25 12:00:00
642,0.0,0.0,0.0,113.825,2020-02-25 13:00:00
643,0.0,0.0,0.0,115.03,2020-02-25 14:00:00
644,0.0,0.0,0.0,114.725,2020-02-25 15:00:00
645,0.0,0.0,0.0,114.365,2020-02-25 16:00:00
646,0.0,0.0,0.0,113.525,2020-02-25 17:00:00
647,0.0,0.0,0.0,112.645,2020-02-25 18:00:00
648,0.0,0.0,0.0,112.595,2020-02-25 19:00:00
649,0.0,0.0,0.0,112.385,2020-02-25 20:00:00
650,0.0,0.0,0.0,112.675,2020-02-25 21:00:00
651,0.0,0.0,0.0,113.825,2020-02-25 22:00:00
652,0.0,0.0,0.0,113.825,2020-02-25 23:00:00
653,0.0,0.0,0.0,112.675,2020-02-26 00:00:00
654,0.0,0.0,0.0,111.53,2020-02-26 09:00:00
655,0.0,0.0,0.0,111.53,2020-02-26 10:00:00
656,0.0,0.0,0.0,112.58,2020-02-26 11:00:00
657,0.0,0.0,0.0,114.245,2020-02-26 12:00:00
658,0.0,0.0,0.0,112.675,2020-02-26 13:00:00
659,0.0,0.0,0.0,113.655,2020-02-26 14:00:00
660,0.0,0.0,0.0,114.505,2020-02-26 15:00:00
661,0.0,0.0,0.0,113.89,2020-02-26 16:00:00
662,0.0,0.0,0.0,113.86,2020-02-26 17:00:00
663,0.0,0.0,0.0,113.09,2020-02-26 18:00:00
664,0.0,0.0,0.0,113.285,2020-02-26 19:00:00
665,0.0,0.0,0.0,112.985,2020-02-26 20:00:00
666,0.0,0.0,0.0,112.675,2020-02-26 21:00:00
667,0.0,0.0,0.0,112.675,2020-02-26 22:00:00
668,0.0,0.0,0.0,112.675,2020-02-26 23:00:00
669,0.0,0.0,0.0,112.675,2020-02-27 00:00:00
670,0.0,0.0,0.0,111.53,2020-02-27 09:00:00
671,0.0,0.0,0.0,111.53,2020-02-27 10:00:00
672,0.0,0.0,0.0,112.47,2020-02-27 11:00:00
673,0.0,0.0,0.0,114.395,2020-02-27 12:00:00
674,0.0,0.0,0.0,112.675,2020-02-27 13:00:00
675,0.0,0.0,0.0,111.8,2020-02-27 14:00:00
676,0.0,0.0,0.0,111.75,2020-02-27 15:00:00
677,0.0,0.0,0.0,111.28,2020-02-27 16:00:00
678,0.0,0.0,0.0,111.405,2020-02-27 17:00:00
679,0.0,0.0,0.0,109.985,2020-02-27 18:00:00
680,0.0,0.0,0.0,109.615,2020-02-27 19:00:00
681,0.0,0.0,0.0,107.425,2020-02-27 20:00:00
682,0.0,0.0,0.0,108.15,2020-02-27 21:00:00
683,0.0,0.0,0.0,105.355,2020-02-27 22:00:00
684,0.0,0.0,0.0,109.305,2020-02-27 23:00:00
685,0.0,0.0,0.0,109.305,2020-02-28 00:00:00
686,0.0,0.0,0.0,111.53,2020-02-28 09:00:00
687,0.0,0.0,0.0,110.03,2020-02-28 10:00:00
688,0.0,0.0,0.0,108.095,2020-02-28 11:00:00
689,0.0,0.0,0.0,106.63,2020-02-28 12:00:00
690,0.0,0.0,0.0,105.13,2020-02-28 13:00:00
691,0.0,0.0,0.0,101.785,2020-02-28 14:00:00
692,0.0,0.0,0.0,102.12,2020-02-28 15:00:00
693,0.0,0.0,0.0,102.71,2020-02-28 16:00:00
694,0.0,0.0,0.0,103.915,2020-02-28 17:00:00
695,0.0,0.0,0.0,102.225,2020-02-28 18:00:00
696,0.0,0.0,0.0,102.24,2020-02-28 19:00:00
697,0.0,0.0,0.0,102.535,2020-02-28 20:00:00
698,0.0,0.0,0.0,102.16,2020-02-28 21:00:00
699,0.0,0.0,0.0,102.775,2020-02-28 22:00:00
700,0.0,0.0,0.0,102.775,2020-02-28 23:00:00
701,0.0,0.0,0.0,101.63,2020-02-29 00:00:00
702,13.0,3.0,0.0,76.23,2020-03-23 08:00:00
703,13.0,3.0,0.0,76.38,2020-03-23 09:00:00
704,14.0,3.0,0.0,78.16,2020-03-23 10:00:00
705,17.0,3.0,0.0,80.0,2020-03-23 11:00:00
706,21.0,4.0,0.0,79.485,2020-03-23 12:00:00
707,23.0,4.0,0.0,76.66,2020-03-23 13:00:00
708,26.0,5.0,0.0,74.135,2020-03-23 14:00:00
709,29.0,5.0,0.0,73.145,2020-03-23 15:00:00
710,32.0,5.0,0.0,75.61,2020-03-23 16:00:00
711,32.0,6.0,0.0,73.73,2020-03-23 17:00:00
712,34.0,6.0,0.0,72.965,2020-03-23 18:00:00
713,35.0,6.0,0.0,72.865,2020-03-23 19:00:00
714,38.0,7.0,0.0,72.5,2020-03-23 20:00:00
715,43.0,7.0,0.0,73.9,2020-03-23 21:00:00
716,65.0,11.0,0.0,74.465,2020-03-23 22:00:00
717,67.0,11.0,0.0,74.47,2020-03-23 23:00:00
718,14.0,3.0,0.0,97.05,2020-03-24 08:00:00
719,14.0,3.0,0.0,78.65,2020-03-24 09:00:00
720,16.0,3.0,0.0,76.98,2020-03-24 10:00:00
721,21.0,4.0,0.0,76.875,2020-03-24 11:00:00
722,24.0,4.0,0.0,76.875,2020-03-24 12:00:00
723,26.0,4.0,0.0,77.845,2020-03-24 13:00:00
724,27.0,5.0,0.0,79.33,2020-03-24 14:00:00
725,31.0,5.0,0.0,79.805,2020-03-24 15:00:00
726,35.0,6.0,0.0,79.61,2020-03-24 16:00:00
727,39.0,6.0,0.0,80.285,2020-03-24 17:00:00
728,42.0,7.0,0.0,81.51,2020-03-24 18:00:00
729,43.0,7.0,0.0,82.985,2020-03-24 19:00:00
730,44.0,8.0,0.0,82.5,2020-03-24 20:00:00
731,54.0,9.0,0.0,79.875,2020-03-24 21:00:00
732,57.0,9.0,0.0,82.5,2020-03-24 22:00:00
733,52.0,8.0,0.0,79.745,2020-03-24 23:00:00
734,15.0,3.0,0.0,94.68,2020-03-25 08:00:00
735,15.0,3.0,0.0,94.68,2020-03-25 09:00:00
736,17.0,3.0,0.0,83.915,2020-03-25 10:00:00
737,22.0,4.0,0.0,92.65,2020-03-25 11:00:00
738,26.0,5.0,0.0,83.695,2020-03-25 12:00:00
739,27.0,5.0,0.0,87.325,2020-03-25 13:00:00
740,28.0,5.0,0.0,86.695,2020-03-25 14:00:00
741,30.0,5.0,0.0,87.19,2020-03-25 15:00:00
742,30.0,5.0,0.0,87.985,2020-03-25 16:00:00
743,32.0,6.0,0.0,88.92,2020-03-25 17:00:00
744,33.0,6.0,0.0,88.725,2020-03-25 18:00:00
745,34.0,6.0,0.0,86.885,2020-03-25 19:00:00
746,37.0,7.0,0.0,88.025,2020-03-25 20:00:00
747,44.0,8.0,0.0,88.025,2020-03-25 21:00:00
748,56.0,10.0,0.0,88.025,2020-03-25 22:00:00
749,48.0,8.0,0.0,88.025,2020-03-25 23:00:00
750,13.0,3.0,0.0,95.765,2020-03-26 08:00:00
751,13.0,3.0,0.0,95.765,2020-03-26 09:00:00
752,15.0,3.0,0.0,86.405,2020-03-26 10:00:00
753,18.0,4.0,0.0,86.625,2020-03-26 11:00:00
754,21.0,4.0,0.0,88.54,2020-03-26 12:00:00
755,23.0,4.0,0.0,94.715,2020-03-26 13:00:00
756,24.0,4.0,0.0,93.775,2020-03-26 14:00:00
757,25.0,5.0,0.0,93.235,2020-03-26 15:00:00
758,27.0,5.0,0.0,93.05,2020-03-26 16:00:00
759,28.0,5.0,0.0,92.195,2020-03-26 17:00:00
760,31.0,6.0,0.0,92.82,2020-03-26 18:00:00
761,31.0,6.0,0.0,93.735,2020-03-26 19:00:00
762,40.0,10.0,0.0,93.545,2020-03-26 20:00:00
763,52.0,9.0,0.0,93.545,2020-03-26 21:00:00
764,52.0,9.0,0.0,93.545,2020-03-26 22:00:00
765,51.0,9.0,0.0,93.545,2020-03-26 23:00:00
766,16.0,3.0,0.0,82.665,2020-03-27 08:00:00
767,16.0,3.0,0.0,82.665,2020-03-27 09:00:00
768,17.0,4.0,0.0,92.76,2020-03-27 10:00:00
769,24.0,5.0,0.0,103.4,2020-03-27 11:00:00
770,27.0,6.0,0.0,90.925,2020-03-27 12:00:00
771,28.0,5.0,0.0,91.36,2020-03-27 13:00:00
772,28.0,5.0,0.0,92.22,2020-03-27 14:00:00
773,30.0,6.0,0.0,91.125,2020-03-27 15:00:00
774,33.0,7.0,0.0,92.325,2020-03-27 16:00:00
775,33.0,7.0,0.0,92.15,2020-03-27 17:00:00
776,36.0,7.0,0.0,93.405,2020-03-27 18:00:00
777,37.0,7.0,0.0,92.675,2020-03-27 19:00:00
778,44.0,8.0,0.0,92.86,2020-03-27 20:00:00
779,49.0,8.0,0.0,94.32,2020-03-27 21:00:00
780,59.0,11.0,0.0,94.32,2020-03-27 22:00:00
781,53.0,9.0,0.0,94.32,2020-03-27 23:00:00
782,20.0,4.0,0.0,102.4,2020-03-30 08:00:00
783,20.0,4.0,0.0,102.4,2020-03-30 09:00:00
784,22.0,5.0,0.0,94.76,2020-03-30 10:00:00
785,26.0,5.0,0.0,105.9,2020-03-30 11:00:00
786,30.0,6.0,0.0,95.14,2020-03-30 12:00:00
787,32.0,6.0,0.0,94.79,2020-03-30 13:00:00
788,34.0,6.0,0.0,96.785,2020-03-30 14:00:00
789,35.0,6.0,0.0,96.935,2020-03-30 15:00:00
790,38.0,7.0,0.0,97.015,2020-03-30 16:00:00
791,39.0,7.0,0.0,97.73,2020-03-30 17:00:00
792,39.0,7.0,0.0,98.415,2020-03-30 18:00:00
793,40.0,7.0,0.0,99.435,2020-03-30 19:00:00
794,45.0,8.0,0.0,99.68,2020-03-30 20:00:00
795,58.0,10.0,0.0,99.68,2020-03-30 21:00:00
796,61.0,10.0,0.0,99.68,2020-03-30 22:00:00
797,55.0,9.0,0.0,99.675,2020-03-30 23:00:00
