date,open_oil,high_oil,low_oil,oil_price,oil_adj,volume_oil,divid,split coef
2020-04-28,0.0,0.0,0.0,2.66,2.66,0.0,0.0,1.0
2020-04-24,2.66,2.66,2.65,2.66,2.66,21798780.0,0.0,1.0
2020-04-23,2.67,2.92,2.54,2.66,2.66,46113052.0,0.0,1.0
2020-04-22,2.3,2.65,2.18,2.24,2.24,70706897.0,0.0,1.0
2020-04-21,2.76,2.81,1.85,2.23,2.23,114645497.0,0.0,1.0
2020-04-20,3.61,4.12,3.6,3.73,3.73,78555161.0,0.0,1.0
2020-04-17,4.02,4.14,3.96,4.05,4.05,15184597.0,0.0,1.0
2020-04-16,4.28,4.28,4.02,4.21,4.21,9885220.0,0.0,1.0
2020-04-15,4.29,4.33,4.16,4.3,4.3,12701642.0,0.0,1.0
2020-04-14,4.66,4.69,4.3915,4.51,4.51,12616924.0,0.0,1.0
2020-04-13,4.86,4.95,4.725,4.8,4.8,5671662.0,0.0,1.0
2020-04-09,5.32,5.67,4.73,4.88,4.88,13228285.0,0.0,1.0
2020-04-08,4.98,5.31,4.84,5.28,5.28,8501383.0,0.0,1.0
2020-04-07,5.37,5.4299,4.8,4.98,4.98,7304892.0,0.0,1.0
2020-04-06,5.5,5.58,5.27,5.37,5.37,6425984.0,0.0,1.0
2020-04-03,5.6,5.9,5.3301,5.8,5.8,9820629.0,0.0,1.0
2020-04-02,4.5,5.49,4.41,5.06,5.06,10637811.0,0.0,1.0
2020-04-01,4.16,4.28,4.05,4.28,4.28,3356801.0,0.0,1.0
2020-03-31,4.28,4.29,4.0819,4.13,4.13,9463944.0,0.0,1.0
2020-03-30,4.15,4.43,3.99,4.15,4.15,10190377.0,0.0,1.0
2020-03-27,4.51,4.57,4.26,4.42,4.42,5197689.0,0.0,1.0
2020-03-26,4.83,4.86,4.58,4.74,4.74,3588203.0,0.0,1.0
2020-03-25,4.89,5.07,4.65,5.0,5.0,1825266.0,0.0,1.0
2020-03-24,5.1,5.1,4.725,4.89,4.89,1978051.0,0.0,1.0
2020-03-23,4.71,4.85,4.51,4.81,4.81,3695200.0,0.0,1.0
2020-03-20,5.23,5.25,4.76,4.86,4.86,3822325.0,0.0,1.0
2020-03-19,4.74,5.79,4.57,5.31,5.31,4135615.0,0.0,1.0
2020-03-18,5.0,5.12,4.42,4.67,4.67,5143509.0,0.0,1.0
2020-03-17,6.0,6.07,5.54,5.605,5.605,1748582.0,0.0,1.0
2020-03-16,6.57,6.57,5.98,6.02,6.02,2230311.0,0.0,1.0
2020-03-13,6.76,7.0,6.4301,6.82,6.82,878182.0,0.0,1.0
2020-03-12,6.5,6.66,6.32,6.48,6.48,1835091.0,0.0,1.0
2020-03-11,6.9,6.99,6.72,6.83,6.83,1093962.0,0.0,1.0
2020-03-10,7.11,7.2,6.8001,7.13,7.13,2518835.0,0.0,1.0
2020-03-09,6.72,7.43,6.61,6.76,6.76,3587874.0,0.0,1.0
2020-03-06,9.07,9.08,8.42,8.56,8.56,613462.0,0.0,1.0
2020-03-05,9.62,9.65,9.3701,9.42,9.42,165430.0,0.0,1.0
2020-03-04,9.9,9.921,9.6,9.65,9.65,132045.0,0.0,1.0
2020-03-03,9.81,9.98,9.57,9.694,9.694,250539.0,0.0,1.0
2020-03-02,9.47,9.73,9.36,9.729,9.729,374057.0,0.0,1.0
2020-02-28,9.22,9.31,9.0018,9.29,9.29,447879.0,0.0,1.0
2020-02-27,9.5227,9.77,9.43,9.6,9.6,286117.0,0.0,1.0
2020-02-26,10.18,10.3,9.93,9.99,9.99,174933.0,0.0,1.0
2020-02-25,10.55,10.55,10.2,10.22,10.22,155337.0,0.0,1.0
2020-02-24,10.43,10.5839,10.36,10.53,10.53,212643.0,0.0,1.0
2020-02-21,10.88,10.96,10.795,10.94,10.94,41330.0,0.0,1.0
2020-02-20,11.1,11.1755,11.03,11.0592,11.0592,111661.0,0.0,1.0
2020-02-19,10.91,11.0098,10.8288,10.97,10.97,95273.0,0.0,1.0
2020-02-18,10.53,10.73,10.53,10.72,10.72,126593.0,0.0,1.0
2020-02-14,10.74,10.77,10.64,10.74,10.74,138788.0,0.0,1.0
2020-02-13,10.61,10.68,10.5404,10.62,10.62,99771.0,0.0,1.0
2020-02-12,10.6,10.6417,10.51,10.6,10.6,106429.0,0.0,1.0
2020-02-11,10.42,10.4299,10.25,10.31,10.31,124321.0,0.0,1.0
2020-02-10,10.27,10.3327,10.1872,10.19,10.19,95995.0,0.0,1.0
2020-02-07,10.38,10.4951,10.34,10.38,10.38,81404.0,0.0,1.0
2020-02-06,10.43,10.55,10.345,10.51,10.51,95605.0,0.0,1.0
2020-02-05,10.53,10.6695,10.4,10.51,10.51,157804.0,0.0,1.0
2020-02-04,10.47,10.48,10.21,10.24,10.24,229307.0,0.0,1.0
2020-02-03,10.53,10.6,10.27,10.29,10.29,377407.0,0.0,1.0
2020-01-31,10.65,10.75,10.481,10.61,10.61,796597.0,0.0,1.0
2020-01-30,10.7,10.87,10.65,10.87,10.87,1799605.0,0.0,1.0
2020-01-29,11.05,11.059,10.89,10.93,10.93,158265.0,0.0,1.0
2020-01-28,10.96,11.09,10.91,11.035,11.035,88539.0,0.0,1.0
2020-01-27,10.88,11.0272,10.82,10.9,10.9,235642.0,0.0,1.0
2020-01-24,11.26,11.2729,11.0901,11.2,11.2,220408.0,0.0,1.0
2020-01-23,11.36,11.4663,11.27,11.45,11.45,205167.0,0.0,1.0
2020-01-22,11.8,11.8,11.65,11.6645,11.6645,101760.0,0.0,1.0
2020-01-21,12.0,12.0872,11.9844,11.9915,11.9915,135684.0,0.0,1.0
2020-01-17,12.08,12.09,12.025,12.0886,12.0886,56991.0,0.0,1.0
2020-01-16,11.96,12.12,11.96,12.04,12.04,80140.0,0.0,1.0
2020-01-15,11.97,11.97,11.83,11.94,11.94,205980.0,0.0,1.0
2020-01-14,12.03,12.05,11.97,12.04,12.04,102613.0,0.0,1.0
2020-01-13,12.07,12.09,11.9327,11.97,11.97,140928.0,0.0,1.0
2020-01-10,12.25,12.25,12.12,12.17,12.17,269705.0,0.0,1.0
2020-01-09,12.22,12.31,12.08,12.27,12.27,1863192.0,0.0,1.0
2020-01-08,12.82,12.84,12.18,12.43,12.43,506160.0,0.0,1.0
2020-01-07,12.87,12.9319,12.77,12.89,12.89,128824.0,0.0,1.0
2020-01-06,13.06,13.09,12.8808,12.93,12.93,407540.0,0.0,1.0
2020-01-03,13.03,13.0701,12.825,12.95,12.95,347578.0,0.0,1.0
2020-01-02,12.55,12.605,12.5,12.58,12.58,55047.0,0.0,1.0
2019-12-31,12.49,12.675,12.46,12.58,12.58,18404.0,0.0,1.0
2019-12-30,12.78,12.78,12.59,12.67,12.67,30386.0,0.0,1.0
2019-12-27,12.7,12.7,12.6004,12.68,12.68,25749.0,0.0,1.0
2019-12-26,12.61,12.7,12.61,12.67,12.67,29626.0,0.0,1.0
2019-12-24,12.49,12.545,12.49,12.54,12.54,10383.0,0.0,1.0
2019-12-23,12.38,12.48,12.37,12.48,12.48,27559.0,0.0,1.0
2019-12-20,12.52,12.52,12.35,12.4,12.4,58254.0,0.0,1.0
2019-12-19,12.51,12.615,12.49,12.54,12.54,37957.0,0.0,1.0
2019-12-18,12.44,12.545,12.3973,12.5,12.5,30719.0,0.0,1.0
2019-12-17,12.44,12.5198,12.435,12.5,12.5,89821.0,0.0,1.0
2019-12-16,12.37,12.38,12.34,12.37,12.37,35030.0,0.0,1.0
2019-12-13,12.18,12.39,12.18,12.26,12.26,47314.0,0.0,1.0
2019-12-12,12.0714,12.21,12.0714,12.15,12.15,39317.0,0.0,1.0
2019-12-11,12.1,12.14,11.98,12.06,12.06,77691.0,0.0,1.0
2019-12-10,12.09,12.19,12.05,12.1576,12.1576,23109.0,0.0,1.0
2019-12-09,12.02,12.12,12.01,12.1,12.1,18188.0,0.0,1.0
2019-12-06,11.9,12.259,11.88,12.11,12.11,50625.0,0.0,1.0
2019-12-05,12.06,12.1,11.96,11.9605,11.9605,30540.0,0.0,1.0
2019-12-04,11.83,12.009,11.83,11.96,11.96,93369.0,0.0,1.0
2019-12-03,11.46,11.6,11.37,11.56,11.56,354732.0,0.0,1.0
2019-12-02,11.55,11.55,11.44,11.47,11.47,27386.0,0.0,1.0
2019-11-29,11.7,11.7,11.3384,11.39,11.39,73581.0,0.0,1.0
2019-11-27,11.9624,11.9624,11.8298,11.9051,11.9051,3886.0,0.0,1.0
2019-11-26,11.94,11.9567,11.881,11.9549,11.9549,7768.0,0.0,1.0
2019-11-25,11.79,11.885,11.7845,11.8755,11.8755,11332.0,0.0,1.0
2019-11-22,11.9478,11.9478,11.794,11.88,11.88,2527.0,0.0,1.0
2019-11-21,11.81,12.01,11.81,11.97,11.97,53250.0,0.0,1.0
2019-11-20,11.42,11.73,11.4158,11.69,11.69,36192.0,0.0,1.0
2019-11-19,11.47,11.49,11.3099,11.3527,11.3527,85701.0,0.0,1.0
2019-11-18,11.72,11.7599,11.63,11.6505,11.6505,23127.0,0.0,1.0
2019-11-15,11.64,11.88,11.64,11.85,11.85,29408.0,0.0,1.0
2019-11-14,11.8,11.83,11.65,11.68,11.68,43812.0,0.0,1.0
2019-11-13,11.57,11.7472,11.57,11.73,11.73,3947.0,0.0,1.0
2019-11-12,11.74,11.77,11.63,11.6464,11.6464,4955.0,0.0,1.0
2019-11-11,11.7,11.7396,11.65,11.65,11.65,4263.0,0.0,1.0
2019-11-08,11.5,11.77,11.46,11.7601,11.7601,20776.0,0.0,1.0
2019-11-07,11.75,11.82,11.66,11.6601,11.6601,22748.0,0.0,1.0
2019-11-06,11.73,11.83,11.5,11.57,11.57,43961.0,0.0,1.0
2019-11-05,11.68,11.75,11.68,11.7,11.7,13076.0,0.0,1.0
2019-11-04,11.7,11.75,11.561,11.58,11.58,64213.0,0.0,1.0
2019-11-01,11.23,11.52,11.23,11.4892,11.4892,49853.0,0.0,1.0
2019-10-31,11.16,11.19,11.0208,11.0799,11.0799,25958.0,0.0,1.0
2019-10-30,11.36,11.36,11.16,11.2499,11.2499,24948.0,0.0,1.0
2019-10-29,11.23,11.4402,11.2,11.3561,11.3561,10209.0,0.0,1.0
2019-10-28,11.62,11.63,11.41,11.41,11.41,20015.0,0.0,1.0
2019-10-25,11.5,11.61,11.45,11.61,11.61,61676.0,0.0,1.0
2019-10-24,11.5,11.57,11.48,11.51,11.51,61293.0,0.0,1.0
2019-10-23,11.07,11.46,11.07,11.43,11.43,104282.0,0.0,1.0
2019-10-22,11.09,11.19,11.061,11.12,11.12,21819.0,0.0,1.0
2019-10-21,10.83,10.98,10.83,10.98,10.98,26606.0,0.0,1.0
2019-10-18,11.14,11.15,10.98,11.0283,11.0283,5316.0,0.0,1.0
2019-10-17,10.84,11.09,10.84,11.0808,11.0808,12206.0,0.0,1.0
2019-10-16,10.83,10.99,10.83,10.9335,10.9335,2979.0,0.0,1.0
2019-10-15,10.95,10.9944,10.8077,10.85,10.85,42740.0,0.0,1.0
2019-10-14,10.96,11.0,10.84,10.98,10.98,27070.0,0.0,1.0
2019-10-11,11.06,11.23,11.06,11.22,11.22,141354.0,0.0,1.0
2019-10-10,10.88,11.0,10.8565,10.98,10.98,33064.0,0.0,1.0
2019-10-09,10.94,10.97,10.76,10.76,10.76,41956.0,0.0,1.0
2019-10-08,10.68,10.8,10.63,10.7046,10.7046,47148.0,0.0,1.0
2019-10-07,10.91,11.0474,10.8,10.83,10.83,20390.0,0.0,1.0
2019-10-04,10.85,10.9117,10.6882,10.84,10.84,25353.0,0.0,1.0
2019-10-03,10.63,10.75,10.45,10.7,10.7,50639.0,0.0,1.0
2019-10-02,11.0,11.0,10.7164,10.79,10.79,68207.0,0.0,1.0
2019-10-01,11.19,11.21,10.88,11.0,11.0,167261.0,0.0,1.0
2019-09-30,11.28,11.37,11.0849,11.1109,11.1109,89787.0,0.0,1.0
2019-09-27,11.41,11.6109,11.3555,11.4298,11.4298,9862.0,0.0,1.0
2019-09-26,11.4577,11.58,11.35,11.5655,11.5655,12350.0,0.0,1.0
2019-09-25,11.45,11.58,11.4,11.5689,11.5689,33624.0,0.0,1.0
2019-09-24,11.89,11.9,11.64,11.6628,11.6628,52298.0,0.0,1.0
2019-09-23,11.93,12.0,11.8416,11.957,11.957,31719.0,0.0,1.0
2019-09-20,12.0,12.05,11.915,11.9746,11.9746,40938.0,0.0,1.0
2019-09-19,11.98,12.03,11.89,11.9554,11.9554,30897.0,0.0,1.0
2019-09-18,11.92,12.01,11.77,11.85,11.85,95329.0,0.0,1.0
2019-09-17,12.7,12.7,11.95,12.0894,12.0894,268014.0,0.0,1.0
2019-09-16,12.41,12.9199,12.2301,12.62,12.62,778671.0,0.0,1.0
2019-09-13,11.27,11.27,11.18,11.24,11.24,52466.0,0.0,1.0
2019-09-12,11.13,11.2893,11.0843,11.25,11.25,78740.0,0.0,5.0
2019-09-11,58.93,59.04,56.86,57.26,11.452,19431.0,0.0,1.0
2019-09-10,59.41,59.95,58.47,58.754,11.7508,17474.0,0.0,1.0
2019-09-09,58.45,59.2689,58.45,59.2635,11.8527,60700.0,0.0,1.0
2019-09-06,56.17,57.7518,56.0509,57.74,11.548,7154.0,0.0,1.0
2019-09-05,57.92,58.8,57.22,57.37,11.474,22643.0,0.0,1.0
2019-09-04,56.48,57.746,56.48,57.45,11.49,32338.0,0.0,1.0
2019-09-03,54.39,55.2365,53.9758,55.07,11.014,29548.0,0.0,1.0
2019-08-30,57.4,57.4,56.02,56.27,11.254,16520.0,0.0,1.0
2019-08-29,57.3109,57.79,57.31,57.7564,11.5513,8749.0,0.0,1.0
2019-08-28,57.58,57.65,56.891,57.0373,11.4075,7576.0,0.0,1.0
2019-08-27,55.32,56.1365,54.8312,56.0799,11.216,19162.0,0.0,1.0
2019-08-26,56.13,56.3345,54.83,54.88,10.976,22611.0,0.0,1.0
2019-08-23,55.06,55.7294,54.45,54.66,10.932,20834.0,0.0,1.0
2019-08-22,57.28,57.28,56.28,56.5071,11.3014,4150.0,0.0,1.0
2019-08-21,58.211,58.211,56.7642,56.976,11.3952,6608.0,0.0,1.0
2019-08-20,56.81,57.5,56.3201,57.1242,11.4248,19893.0,0.0,1.0
2019-08-19,57.0,57.4109,56.58,57.2869,11.4574,13658.0,0.0,1.0
2019-08-16,55.5628,55.9541,55.53,55.9541,11.1908,2977.0,0.0,1.0
2019-08-15,55.47,55.75,55.14,55.62,11.124,9439.0,0.0,1.0
2019-08-14,56.18,56.2648,55.2,56.2025,11.2405,15472.0,0.0,1.0
2019-08-13,55.72,58.5,55.55,58.25,11.65,34792.0,0.0,1.0
2019-08-12,55.91,56.15,55.3331,55.95,11.19,19582.0,0.0,1.0
2019-08-09,55.13,55.85,55.07,55.3589,11.0718,23535.0,0.0,1.0
2019-08-08,53.36,53.889,53.07,53.68,10.736,29091.0,0.0,1.0
2019-08-07,53.09,53.4,51.49,53.26,10.652,62320.0,0.0,1.0
2019-08-06,56.03,56.03,54.6802,54.7,10.94,12618.0,0.0,1.0
2019-08-05,55.45,56.3522,55.425,55.85,11.17,10523.0,0.0,1.0
2019-08-02,56.87,56.87,56.275,56.33,11.266,20461.0,0.0,1.0
2019-08-01,58.48,58.48,54.48,55.53,11.106,60845.0,0.0,1.0
2019-07-31,59.64,59.64,59.098,59.11,11.822,12490.0,0.0,1.0
2019-07-30,58.09,59.37,58.05,59.37,11.874,14641.0,0.0,1.0
2019-07-29,57.76,58.0387,56.91,58.0387,11.6077,19541.0,0.0,1.0
2019-07-26,57.09,57.32,56.9,57.12,11.424,8793.0,0.0,1.0
2019-07-25,57.56,57.7,56.8871,56.8871,11.3774,11321.0,0.0,1.0
2019-07-24,57.93,58.5056,56.39,56.895,11.379,38721.0,0.0,1.0
2019-07-23,57.36,58.03,56.976,57.96,11.592,36959.0,0.0,1.0
2019-07-22,56.99,57.38,56.95,57.3652,11.473,31355.0,0.0,1.0
2019-07-19,56.83,57.33,56.2593,57.2694,11.4539,20933.0,0.0,1.0
2019-07-18,57.9067,57.9067,55.88,56.7335,11.3467,38616.0,0.0,1.0
2019-07-17,59.3645,59.3645,57.65,57.7217,11.5443,12601.0,0.0,1.0
2019-07-16,60.71,60.97,58.3525,59.19,11.838,17507.0,0.0,1.0
2019-07-15,61.86,61.86,60.4,60.44,12.088,13723.0,0.0,1.0
2019-07-12,61.31,61.7005,61.12,61.3948,12.279,8805.0,0.0,1.0
2019-07-11,61.78,61.9247,61.22,61.6463,12.3293,13365.0,0.0,1.0
2019-07-10,60.39,61.5,60.39,61.48,12.296,24555.0,0.0,1.0
2019-07-09,58.9,59.0825,58.625,59.0825,11.8165,6786.0,0.0,1.0
2019-07-08,58.88,59.4584,58.55,58.5572,11.7114,5892.0,0.0,1.0
2019-07-05,58.04,58.77,58.04,58.6509,11.7302,5062.0,0.0,1.0
2019-07-03,58.03,58.0706,57.4,57.81,11.562,12428.0,0.0,1.0
2019-07-02,60.09,60.09,57.19,57.396,11.4792,22855.0,0.0,1.0
2019-07-01,60.82,60.985,59.49,60.2548,12.051,14885.0,0.0,1.0
2019-06-28,60.49,60.589,58.81,59.01,11.802,23352.0,0.0,1.0
2019-06-27,60.38,60.77,60.28,60.32,12.064,16253.0,0.0,1.0
2019-06-26,60.28,60.79,60.21,60.2824,12.0565,52339.0,0.0,1.0
2019-06-25,59.099,59.25,58.865,58.87,11.774,7587.0,0.0,1.0
2019-06-24,58.77,59.0,57.89,58.88,11.776,32519.0,0.0,1.0
2019-06-21,58.22,58.6815,58.17,58.6608,11.7322,17181.0,0.0,1.0
2019-06-20,57.41,58.3145,57.055,58.18,11.636,41585.0,0.0,1.0
2019-06-19,54.82,55.573,54.6,55.573,11.1146,8706.0,0.0,1.0
2019-06-18,53.92,55.3598,53.92,55.247,11.0494,33314.0,0.0,1.0
2019-06-17,53.27,53.66,52.79,53.088,10.6176,12899.0,0.0,1.0
2019-06-14,53.72,54.07,53.42,53.75,10.75,20865.0,0.0,1.0
2019-06-13,54.37,54.37,53.29,53.3425,10.6685,33987.0,0.0,1.0
2019-06-12,53.47,53.47,52.0,52.1474,10.4295,23874.0,0.0,1.0
2019-06-11,55.13,55.13,54.4,54.4907,10.8981,8041.0,0.0,1.0
2019-06-10,55.16,55.5801,54.2272,54.4721,10.8944,13670.0,0.0,1.0
2019-06-07,53.7898,55.339,53.7898,55.19,11.038,21249.0,0.0,1.0
2019-06-06,52.74,54.46,52.3,54.3344,10.8669,34636.0,0.0,1.0
2019-06-05,53.36,53.995,52.0,52.85,10.57,30598.0,0.0,1.0
2019-06-04,54.31,54.83,53.84,54.69,10.938,9962.0,0.0,1.0
2019-06-03,55.53,55.5305,53.88,53.9648,10.793,26182.0,0.0,1.0
2019-05-31,56.23,56.33,54.22,54.3824,10.8765,22525.0,0.0,1.0
2019-05-30,60.33,60.33,57.52,57.7095,11.5419,24812.0,0.0,1.0
2019-05-29,58.81,60.14,58.15,60.1223,12.0245,18738.0,0.0,1.0
2019-05-28,60.72,60.72,60.04,60.04,12.008,11313.0,0.0,1.0
2019-05-24,60.2,60.2,58.746,60.09,12.018,27567.0,0.0,1.0
2019-05-23,60.59,60.72,58.59,59.3164,11.8633,51382.0,0.0,1.0
2019-05-22,63.72,63.84,62.325,62.5165,12.5033,17554.0,0.0,1.0
2019-05-21,64.34,64.585,64.34,64.42,12.884,1446.0,0.0,1.0
2019-05-20,64.46,64.869,64.15,64.56,12.912,10532.0,0.0,1.0
2019-05-17,64.56,65.07,64.1,64.1783,12.8357,11569.0,0.0,1.0
2019-05-16,64.3,64.96,64.3,64.5319,12.9064,7310.0,0.0,1.0
2019-05-15,62.69,63.75,62.69,63.71,12.742,7550.0,0.0,1.0
2019-05-14,63.07,63.41,62.94,63.1345,12.6269,29112.0,0.0,1.0
2019-05-13,64.39,64.62,62.1042,62.178,12.4356,14270.0,0.0,1.0
2019-05-10,63.0,63.3357,62.9,62.94,12.588,4864.0,0.0,1.0
2019-05-09,62.89,62.95,62.4976,62.8933,12.5787,107338.0,0.0,1.0
2019-05-08,62.7006,63.48,62.7006,63.2696,12.6539,2726.0,0.0,1.0
2019-05-07,62.8,62.94,62.04,62.56,12.512,31398.0,0.0,1.0
2019-05-06,62.83,64.2301,62.83,64.17,12.834,13333.0,0.0,1.0
2019-05-03,63.27,63.6397,63.17,63.17,12.634,4748.0,0.0,1.0
2019-05-02,63.38,63.38,62.31,62.93,12.586,12417.0,0.0,1.0
2019-05-01,65.18,65.25,64.26,64.9546,12.9909,7235.0,0.0,1.0
2019-04-30,65.56,65.56,64.7668,65.2674,13.0535,15496.0,0.0,1.0
2019-04-29,64.6,65.01,64.24,64.94,12.988,11497.0,0.0,1.0
2019-04-26,65.72,65.72,63.6,64.27,12.854,22050.0,0.0,1.0
2019-04-25,67.2,67.2,66.3687,66.3687,13.2737,4453.0,0.0,1.0
2019-04-24,67.8,67.87,67.12,67.14,13.428,19546.0,0.0,1.0
2019-04-23,67.44,67.93,67.31,67.7251,13.545,20757.0,0.0,1.0
2019-04-22,66.87,67.35,66.8401,67.15,13.43,30627.0,0.0,1.0
2019-04-18,64.42,65.4237,64.42,65.4237,13.0847,6895.0,0.0,1.0
2019-04-17,65.57,66.06,65.1659,65.1878,13.0376,3438.0,0.0,1.0
2019-04-16,64.96,65.6579,64.6348,65.6579,13.1316,9246.0,0.0,1.0
2019-04-15,64.95,65.17,64.61,64.9901,12.998,31934.0,0.0,1.0
2019-04-12,65.61,65.7,65.2567,65.2572,13.0514,4601.0,0.0,1.0
2019-04-11,65.46,65.4708,64.8556,65.0899,13.018,6341.0,0.0,1.0
2019-04-10,65.64,66.21,65.56,65.81,13.162,7242.0,0.0,1.0
2019-04-09,65.51,65.52,65.1,65.4,13.08,4961.0,0.0,1.0
2019-04-08,65.0,65.83,65.0,65.75,13.15,22262.0,0.0,1.0
2019-04-05,63.79,64.64,63.74,64.5804,12.9161,183955.0,0.0,1.0
2019-04-04,63.67,63.83,63.4003,63.4152,12.683,11846.0,0.0,1.0
2019-04-03,63.83,64.1,63.42,63.75,12.75,15221.0,0.0,1.0
2019-04-02,63.31,64.0,63.3,63.92,12.784,54946.0,0.0,1.0
2019-04-01,61.95,62.98,61.78,62.86,12.572,8288.0,0.0,1.0
2019-03-29,61.63,61.63,61.18,61.31,12.262,12598.0,0.0,1.0
2019-03-28,59.77,60.5887,59.77,60.5887,12.1177,2014.0,0.0,1.0
2019-03-27,61.285,61.285,60.5671,60.5671,12.1134,2970.0,0.0,1.0
2019-03-26,61.4,61.44,61.06,61.2236,12.2447,14184.0,0.0,1.0
2019-03-25,59.87,60.23,59.45,60.1322,12.0264,10217.0,0.0,1.0
2019-03-22,60.41,60.41,59.615,60.0745,12.0149,8730.0,0.0,1.0
2019-03-21,61.32,61.35,60.9963,61.0171,12.2034,11479.0,0.0,1.0
2019-03-20,60.21,61.433,60.1601,61.2985,12.2597,12320.0,0.0,1.0
2019-03-19,60.83,60.94,60.2501,60.2738,12.0548,8996.0,0.0,1.0
2019-03-18,59.95,60.62,59.95,60.42,12.084,14288.0,0.0,1.0
2019-03-15,59.43,60.0,59.38,59.85,11.97,72349.0,0.0,1.0
