date,date,open_tsla,high_tsla,low_tsla,tsla_price,tsla_adj,volume_tsla,divid,split coef,tesla,musk,elon
2017-01-03,2017-01-03,214.86,220.33,210.96,216.99,216.99,5923254.0,0.0,1.0,11.340000000000002,1.59,1.8
2017-01-04,2017-01-04,214.75,228.0,214.31,226.99,226.99,11213471.0,0.0,1.0,14.000000000000002,1.38,2.12
2017-01-05,2017-01-05,226.42,227.48,221.95,226.75,226.75,5911695.0,0.0,1.0,12.04,1.5,1.92
2017-01-06,2017-01-06,226.93,230.31,225.45,229.01,229.01,5527893.0,0.0,1.0,12.18,1.23,1.52
2017-01-09,2017-01-09,228.97,231.92,228.0,231.28,231.28,3979484.0,0.0,1.0,9.36,1.35,2.0
2017-01-10,2017-01-10,232.0,232.0,226.89,229.87,229.87,3659955.0,0.0,1.0,8.71,1.29,1.84
2017-01-11,2017-01-11,229.07,229.98,226.68,229.73,229.73,3650825.0,0.0,1.0,9.36,0.99,2.04
2017-01-12,2017-01-12,229.06,230.7,225.58,229.59,229.59,3790229.0,0.0,1.0,8.97,1.02,1.72
2017-01-13,2017-01-13,230.0,237.85,229.59,237.75,237.75,6092960.0,0.0,1.0,11.18,1.68,1.56
2017-01-17,2017-01-17,236.7,239.96,234.37,235.58,235.58,4617522.0,0.0,1.0,9.0,1.29,2.0
2017-01-18,2017-01-18,236.65,239.71,235.58,238.36,238.36,3768967.0,0.0,1.0,9.48,1.17,1.52
2017-01-19,2017-01-19,247.25,248.68,240.75,243.76,243.76,7732303.0,0.0,1.0,10.56,1.17,1.8
2017-01-20,2017-01-20,245.46,246.0,243.01,244.73,244.73,4204275.0,0.0,1.0,9.0,1.5,1.68
2017-01-23,2017-01-23,245.85,250.8899,245.5,248.92,248.92,6262938.0,0.0,1.0,9.72,2.28,2.35
2017-01-24,2017-01-24,250.0,254.8,249.65,254.61,254.61,4965451.0,0.0,1.0,9.36,2.16,2.95
2017-01-25,2017-01-25,257.31,258.46,251.8,254.47,254.47,5146361.0,0.0,1.0,9.36,3.36,3.5500000000000003
2017-01-26,2017-01-26,254.29,255.74,250.75,252.51,252.51,3152123.0,0.0,1.0,9.72,3.48,3.7
2017-01-27,2017-01-27,251.38,253.0,248.52,252.95,252.95,3166336.0,0.0,1.0,9.72,3.04,3.4000000000000004
2017-01-30,2017-01-30,252.53,255.2899,247.1,250.63,250.63,3801074.0,0.0,1.0,9.6,5.0,7.000000000000001
2017-01-31,2017-01-31,249.24,255.89,247.7,251.93,251.93,4116104.0,0.0,1.0,7.8,3.65,5.74
2017-02-01,2017-02-01,253.05,253.2,249.05,249.24,249.24,3958829.0,0.0,1.0,9.12,2.75,5.53
2017-02-02,2017-02-02,248.34,252.42,247.71,251.55,251.55,2499775.0,0.0,1.0,8.28,2.5,5.040000000000001
2017-02-03,2017-02-03,251.91,252.18,249.68,251.33,251.33,2186723.0,0.0,1.0,8.28,3.7,6.090000000000002
2017-02-06,2017-02-06,251.0,257.82,250.63,257.77,257.77,3562517.0,0.0,1.0,9.23,1.62,3.1500000000000004
2017-02-07,2017-02-07,258.19,260.0,256.42,257.48,257.48,4244775.0,0.0,1.0,9.23,1.77,3.5
2017-02-08,2017-02-08,257.35,263.36,256.2,262.08,262.08,3933014.0,0.0,1.0,11.96,1.26,3.6
2017-02-09,2017-02-09,266.25,271.18,266.15,269.2,269.2,7820222.0,0.0,1.0,10.27,1.23,3.3000000000000003
2017-02-10,2017-02-10,269.79,270.95,266.11,269.23,269.23,3619739.0,0.0,1.0,9.62,1.47,3.0500000000000003
2017-02-13,2017-02-13,270.74,280.79,270.51,280.6,280.6,7029605.0,0.0,1.0,10.920000000000002,1.92,3.85
2017-02-14,2017-02-14,279.03,287.39,278.61,280.98,280.98,7345224.0,0.0,1.0,10.500000000000002,1.92,3.0500000000000003
2017-02-15,2017-02-15,280.0,282.24,276.44,279.76,279.76,4947856.0,0.0,1.0,10.22,2.44,3.45
2017-02-16,2017-02-16,277.6,280.0,268.5,268.95,268.95,7077322.0,0.0,1.0,10.78,2.32,3.75
2017-02-17,2017-02-17,265.8,272.89,264.15,272.23,272.23,6257149.0,0.0,1.0,10.920000000000002,1.88,3.25
2017-02-21,2017-02-21,275.45,281.4,274.01,277.39,277.39,5676747.0,0.0,1.0,11.7,2.36,3.1500000000000004
2017-02-22,2017-02-22,280.31,283.45,272.6,273.51,273.51,8754975.0,0.0,1.0,14.55,2.04,3.4000000000000004
2017-02-23,2017-02-23,264.0,264.66,255.56,255.99,255.99,14915249.0,0.0,1.0,15.0,1.92,3.5500000000000003
2017-02-24,2017-02-24,252.66,258.25,250.2,257.0,257.0,8171626.0,0.0,1.0,11.55,1.6,3.2
2017-02-27,2017-02-27,248.17,248.36,242.01,246.23,246.23,11460810.0,0.0,1.0,10.66,2.68,4.3500000000000005
2017-02-28,2017-02-28,244.19,251.0,243.9,249.99,249.99,6078145.0,0.0,1.0,10.79,4.0,5.0
2017-03-01,2017-03-01,254.18,254.85,249.11,250.02,250.02,4809488.0,0.0,1.0,9.88,2.28,3.1500000000000004
2017-03-02,2017-03-02,249.71,253.28,248.27,250.48,250.48,3351833.0,0.0,1.0,10.27,1.56,2.1
2017-03-03,2017-03-03,250.74,251.9,249.0,251.57,251.57,2929234.0,0.0,1.0,9.49,1.72,2.2
2017-03-06,2017-03-06,247.91,251.7,247.51,251.21,251.21,3355500.0,0.0,1.0,10.500000000000002,1.48,2.6500000000000004
2017-03-07,2017-03-07,251.92,253.89,248.32,248.59,248.59,3459470.0,0.0,1.0,10.36,1.56,2.6
2017-03-08,2017-03-08,247.0,250.07,245.32,246.87,246.87,3728649.0,0.0,1.0,10.22,1.32,2.7
2017-03-09,2017-03-09,247.63,248.66,243.0,244.9,244.9,3879293.0,0.0,1.0,10.500000000000002,1.44,2.0
2017-03-10,2017-03-10,246.21,246.5,243.0,243.69,243.69,3066272.0,0.0,1.0,11.2,2.28,2.6
2017-03-13,2017-03-13,244.82,246.85,242.78,246.17,246.17,3022625.0,0.0,1.0,10.080000000000002,1.11,1.96
2017-03-14,2017-03-14,246.11,258.12,246.02,258.0,258.0,7598446.0,0.0,1.0,10.78,1.2,2.48
2017-03-15,2017-03-15,257.0,261.0,254.27,255.73,255.73,5330806.0,0.0,1.0,11.760000000000002,0.96,1.8
2017-03-16,2017-03-16,262.4,265.75,259.06,262.05,262.05,7132153.0,0.0,1.0,11.340000000000002,1.08,1.64
2017-03-17,2017-03-17,264.0,265.33,261.2,261.5,261.5,6497496.0,0.0,1.0,10.36,0.99,1.56
2017-03-20,2017-03-20,260.6,264.55,258.82,261.92,261.92,3614294.0,0.0,1.0,9.1,0.99,1.52
2017-03-21,2017-03-21,262.83,264.8,250.24,250.68,250.68,6908554.0,0.0,1.0,8.71,1.3199999999999998,1.52
2017-03-22,2017-03-22,251.56,255.07,250.51,255.01,255.01,4059297.0,0.0,1.0,8.84,1.14,1.8
2017-03-23,2017-03-23,255.39,257.67,253.3,254.78,254.78,3320245.0,0.0,1.0,9.23,1.08,1.36
2017-03-24,2017-03-24,255.7,263.89,255.01,263.16,263.16,5647253.0,0.0,1.0,10.79,1.5,1.52
2017-03-27,2017-03-27,260.6,270.57,259.75,270.22,270.22,6230795.0,0.0,1.0,11.7,3.06,4.2700000000000005
2017-03-28,2017-03-28,277.02,280.68,275.0,277.45,277.45,7987604.0,0.0,1.0,14.25,5.88,7.000000000000001
2017-03-29,2017-03-29,278.34,279.6,275.54,277.38,277.38,3676157.0,0.0,1.0,12.3,4.68,5.32
2017-03-30,2017-03-30,278.04,282.0,277.21,277.92,277.92,4148426.0,0.0,1.0,12.6,4.14,4.550000000000002
2017-03-31,2017-03-31,278.73,279.68,276.32,278.3,278.3,3294640.0,0.0,1.0,12.45,6.0,6.090000000000002
2017-04-03,2017-04-03,286.9,299.0,284.58,298.52,298.52,13888618.0,0.0,1.0,15.3,1.12,1.98
2017-04-04,2017-04-04,296.89,304.81,294.53,303.7,303.7,10134556.0,0.0,1.0,17.0,1.12,1.98
2017-04-05,2017-04-05,302.04,304.88,294.2,295.0,295.0,7880938.0,0.0,1.0,13.6,0.8,1.56
2017-04-06,2017-04-06,296.88,301.94,294.1,298.7,298.7,5520588.0,0.0,1.0,12.24,0.68,1.56
2017-04-07,2017-04-07,297.5,302.69,297.15,302.54,302.54,4562929.0,0.0,1.0,11.39,0.68,1.38
2017-04-10,2017-04-10,309.15,313.73,308.71,312.39,312.39,7664458.0,0.0,1.0,16.74,0.84,1.4500000000000002
2017-04-11,2017-04-11,313.38,313.47,305.5,308.71,308.71,5724577.0,0.0,1.0,15.84,0.8,1.4500000000000002
2017-04-12,2017-04-12,306.34,308.45,296.32,296.84,296.84,6050682.0,0.0,1.0,13.68,0.72,1.3
2017-04-13,2017-04-13,296.7,307.39,295.3,304.0,304.0,9284634.0,0.0,1.0,15.66,0.96,1.4500000000000002
2017-04-17,2017-04-17,302.7,304.0,298.68,301.44,301.44,4138736.0,0.0,1.0,11.84,0.64,1.2000000000000002
2017-04-18,2017-04-18,299.7,300.84,297.9,300.25,300.25,3035698.0,0.0,1.0,11.2,0.72,1.3
2017-04-19,2017-04-19,302.46,306.62,302.11,305.52,305.52,3898024.0,0.0,1.0,10.56,0.76,1.25
2017-04-20,2017-04-20,306.51,309.15,300.23,302.51,302.51,6149352.0,0.0,1.0,11.68,0.72,1.25
2017-04-21,2017-04-21,302.0,306.4,300.42,305.6,305.6,4509756.0,0.0,1.0,11.52,1.0,1.55
2017-04-24,2017-04-24,309.22,310.55,306.02,308.03,308.03,5077561.0,0.0,1.0,10.8,9.0,9.0
2017-04-25,2017-04-25,308.0,313.98,305.86,313.79,313.79,6666406.0,0.0,1.0,10.95,5.04,5.31
2017-04-26,2017-04-26,312.37,314.5,309.0,310.17,310.17,4184186.0,0.0,1.0,9.9,2.61,2.97
2017-04-27,2017-04-27,311.69,313.09,307.5,308.63,308.63,3430245.0,0.0,1.0,10.65,2.43,3.15
2017-04-28,2017-04-28,309.83,314.8,308.0,314.07,314.07,4447619.0,0.0,1.0,10.35,3.06,3.15
2017-05-01,2017-05-01,314.88,327.25,314.81,322.83,322.83,8480546.0,0.0,1.0,12.24,6.0,7.000000000000001
2017-05-02,2017-05-02,324.0,327.66,316.56,318.89,318.89,5242868.0,0.0,1.0,12.24,5.34,5.880000000000001
2017-05-03,2017-05-03,317.67,321.53,310.45,311.02,311.02,6278906.0,0.0,1.0,13.090000000000002,5.2799999999999985,5.040000000000001
2017-05-04,2017-05-04,307.44,307.77,290.76,295.46,295.46,14039582.0,0.0,1.0,15.13,5.22,4.83
2017-05-05,2017-05-05,298.0,308.55,296.8,308.35,308.35,8084153.0,0.0,1.0,11.9,4.68,4.69
2017-05-08,2017-05-08,310.9,313.79,305.82,307.19,307.19,6981229.0,0.0,1.0,12.6,3.5,3.72
2017-05-09,2017-05-09,309.38,321.99,309.1,321.26,321.26,9596356.0,0.0,1.0,12.42,2.9000000000000004,3.3
2017-05-10,2017-05-10,321.56,325.5,318.12,325.22,325.22,5681214.0,0.0,1.0,16.2,3.45,3.54
2017-05-11,2017-05-11,323.4,326.0,319.6,323.1,323.1,4693235.0,0.0,1.0,18.0,3.7,3.84
2017-05-12,2017-05-12,325.48,327.0,321.53,324.81,324.81,4114166.0,0.0,1.0,16.02,4.7,4.32
2017-05-15,2017-05-15,318.38,320.2,312.53,315.88,315.88,7568594.0,0.0,1.0,12.16,2.88,3.45
2017-05-16,2017-05-16,317.59,320.06,315.14,317.01,317.01,4121619.0,0.0,1.0,11.36,2.52,2.6500000000000004
2017-05-17,2017-05-17,314.39,314.63,305.5,306.11,306.11,6675795.0,0.0,1.0,10.72,2.68,2.5
2017-05-18,2017-05-18,307.0,313.94,305.31,313.06,313.06,5590416.0,0.0,1.0,10.88,1.96,2.5
2017-05-19,2017-05-19,315.5,316.5,310.2,310.83,310.83,4639506.0,0.0,1.0,10.56,2.72,3.2
2017-05-22,2017-05-22,312.8,314.37,306.8,310.35,310.35,4279615.0,0.0,1.0,9.9,1.59,1.68
2017-05-23,2017-05-23,310.46,310.73,303.48,303.86,303.86,4304658.0,0.0,1.0,9.6,1.53,1.72
2017-05-24,2017-05-24,306.51,311.0,305.4,310.22,310.22,5016931.0,0.0,1.0,9.3,1.44,1.48
2017-05-25,2017-05-25,311.02,316.97,307.81,316.83,316.83,4819412.0,0.0,1.0,9.9,1.26,1.76
2017-05-26,2017-05-26,317.28,325.49,316.31,325.14,325.14,7705715.0,0.0,1.0,10.35,1.68,1.44
2017-05-30,2017-05-30,326.0,336.28,325.76,335.1,335.1,7663064.0,0.0,1.0,11.04,4.88,3.6
2017-05-31,2017-05-31,337.69,342.89,335.16,341.01,341.01,9863176.0,0.0,1.0,10.56,7.84,5.6000000000000005
2017-06-01,2017-06-01,344.0,344.88,337.29,340.37,340.37,7580447.0,0.0,1.0,13.44,8.0,8.0
2017-06-02,2017-06-02,339.77,342.88,335.93,339.85,339.85,5570256.0,0.0,1.0,15.04,7.2,7.12
2017-06-05,2017-06-05,338.5,348.44,334.21,347.32,347.32,6737855.0,0.0,1.0,13.090000000000002,0.84,0.88
2017-06-06,2017-06-06,344.7,359.49,339.97,352.85,352.85,10951473.0,0.0,1.0,15.3,0.84,1.0
2017-06-07,2017-06-07,356.34,360.5,355.14,359.65,359.65,9287888.0,0.0,1.0,17.0,0.88,0.92
2017-06-08,2017-06-08,363.75,371.9,360.22,370.0,370.0,8975028.0,0.0,1.0,14.96,0.76,0.88
2017-06-09,2017-06-09,374.42,376.87,354.8,357.32,357.32,17160231.0,0.0,1.0,16.32,0.76,0.96
2017-06-12,2017-06-12,357.99,364.5,350.62,359.01,359.01,10476833.0,0.0,1.0,12.32,0.72,0.8
2017-06-13,2017-06-13,367.62,376.0,366.61,375.95,375.95,11693404.0,0.0,1.0,13.92,0.64,0.88
2017-06-14,2017-06-14,381.09,384.25,376.31,380.66,380.66,12731997.0,0.0,1.0,15.04,0.76,1.0
2017-06-15,2017-06-15,372.5,375.46,366.49,375.34,375.34,10371559.0,0.0,1.0,12.64,0.88,1.12
2017-06-16,2017-06-16,377.98,378.01,370.1,371.4,371.4,6259666.0,0.0,1.0,13.28,0.88,1.04
2017-06-19,2017-06-19,375.0,376.7,367.8,369.8,369.8,6392331.0,0.0,1.0,12.96,0.76,1.08
2017-06-20,2017-06-20,376.67,378.88,369.73,372.24,372.24,7396357.0,0.0,1.0,14.08,0.76,0.92
2017-06-21,2017-06-21,374.35,376.99,368.02,376.4,376.4,4900356.0,0.0,1.0,13.6,0.72,0.88
2017-06-22,2017-06-22,377.99,385.0,373.57,382.61,382.61,7485677.0,0.0,1.0,13.76,0.84,0.88
2017-06-23,2017-06-23,382.45,386.99,379.35,383.45,383.45,6176578.0,0.0,1.0,13.44,0.76,1.0
2017-06-26,2017-06-26,386.69,386.95,373.1,377.49,377.49,6575285.0,0.0,1.0,12.48,1.0,0.96
2017-06-27,2017-06-27,376.4,376.4,362.02,362.37,362.37,6884529.0,0.0,1.0,13.12,0.76,0.88
2017-06-28,2017-06-28,366.68,371.74,362.52,371.24,371.24,6245040.0,0.0,1.0,13.6,0.84,0.76
2017-06-29,2017-06-29,370.61,371.0,354.1,360.75,360.75,8180408.0,0.0,1.0,13.28,1.08,1.08
2017-06-30,2017-06-30,363.71,366.77,359.62,361.61,361.61,5759458.0,0.0,1.0,13.12,1.0,1.04
2017-07-03,2017-07-03,370.24,371.35,351.5,352.62,352.62,6297330.0,0.0,1.0,16.240000000000002,3.4000000000000004,3.45
2017-07-05,2017-07-05,347.2,347.24,326.33,327.09,327.09,16883496.0,0.0,1.0,11.2,1.7000000000000002,2.0500000000000003
2017-07-06,2017-07-06,317.26,320.7899,306.3,308.83,308.83,19189195.0,0.0,1.0,10.920000000000002,2.7,2.5500000000000003
2017-07-07,2017-07-07,313.5,317.0,307.38,313.22,313.22,14053750.0,0.0,1.0,10.920000000000002,2.4000000000000004,2.75
2017-07-10,2017-07-10,312.9,317.94,303.13,316.05,316.05,13702080.0,0.0,1.0,9.2,2.04,2.8000000000000003
2017-07-11,2017-07-11,316.0,327.28,314.3,327.22,327.22,11400054.0,0.0,1.0,7.82,1.68,2.6
2017-07-12,2017-07-12,330.4,333.1,324.5,329.52,329.52,10297839.0,0.0,1.0,6.9,1.8,2.75
2017-07-13,2017-07-13,330.11,331.6,319.97,323.41,323.41,8540442.0,0.0,1.0,6.67,1.4,1.9
2017-07-14,2017-07-14,323.19,328.42,321.22,327.78,327.78,5590393.0,0.0,1.0,6.21,1.32,1.9
2017-07-17,2017-07-17,325.54,327.1,313.45,319.57,319.57,9784200.0,0.0,1.0,4.68,3.3,3.3
2017-07-18,2017-07-18,317.5,329.13,315.66,328.24,328.24,6326961.0,0.0,1.0,5.04,2.94,3.36
2017-07-19,2017-07-19,328.23,331.65,323.22,325.26,325.26,6300735.0,0.0,1.0,4.8599999999999985,2.4,3.0
2017-07-20,2017-07-20,326.9,330.22,324.2,329.92,329.92,5098707.0,0.0,1.0,5.04,5.58,5.76
2017-07-21,2017-07-21,329.46,331.26,325.8,328.4,328.4,4826383.0,0.0,1.0,5.04,6.0,6.0
2017-07-24,2017-07-24,330.24,343.4,330.01,342.52,342.52,8552012.0,0.0,1.0,6.5,2.4,2.82
2017-07-25,2017-07-25,345.0,345.6,334.15,339.6,339.6,6958889.0,0.0,1.0,7.28,3.48,3.72
2017-07-26,2017-07-26,340.36,345.5,338.12,343.85,343.85,4750198.0,0.0,1.0,7.28,3.96,4.8
2017-07-27,2017-07-27,346.0,347.5,326.29,334.46,334.46,8259202.0,0.0,1.0,7.54,3.18,3.54
2017-07-28,2017-07-28,336.89,339.6,332.51,335.07,335.07,4841257.0,0.0,1.0,11.18,3.3,3.48
2017-07-31,2017-07-31,335.5,341.49,321.04,323.47,323.47,8499335.0,0.0,1.0,14.4,2.5,3.25
2017-08-01,2017-08-01,323.0,324.45,316.13,319.57,319.57,8247544.0,0.0,1.0,26.7,3.8,4.5
2017-08-02,2017-08-02,318.94,327.12,311.22,325.89,325.89,9911432.0,0.0,1.0,27.3,3.7,3.65
2017-08-03,2017-08-03,345.33,350.0,343.15,347.09,347.09,13448583.0,0.0,1.0,30.0,3.65,4.0
2017-08-04,2017-08-04,347.0,357.27,343.3,356.91,356.91,9151520.0,0.0,1.0,23.7,2.8000000000000003,3.45
2017-08-07,2017-08-07,357.35,359.48,352.75,355.17,355.17,6265570.0,0.0,1.0,14.28,5.04,5.46
2017-08-08,2017-08-08,357.53,368.58,357.4,365.22,365.22,7363033.0,0.0,1.0,13.44,5.04,5.46
2017-08-09,2017-08-09,361.0,370.0,358.95,363.53,363.53,6847245.0,0.0,1.0,12.6,4.2,5.22
2017-08-10,2017-08-10,361.6,366.65,354.66,355.4,355.4,7035192.0,0.0,1.0,12.6,4.5,4.5
2017-08-11,2017-08-11,356.97,361.26,353.62,357.87,357.87,4318835.0,0.0,1.0,11.97,4.62,4.5
2017-08-14,2017-08-14,364.63,367.66,362.6,363.8,363.8,4461215.0,0.0,1.0,8.5,2.6,4.05
2017-08-15,2017-08-15,365.2,365.49,359.37,362.33,362.33,3048074.0,0.0,1.0,8.33,2.64,3.9
2017-08-16,2017-08-16,363.0,366.5,362.52,362.91,362.91,3328576.0,0.0,1.0,8.67,2.36,3.1500000000000004
2017-08-17,2017-08-17,361.21,363.3,351.59,351.92,351.92,4969222.0,0.0,1.0,7.65,2.0,3.0
2017-08-18,2017-08-18,352.91,354.0,345.8,347.46,347.46,5335793.0,0.0,1.0,8.5,1.8,3.25
2017-08-21,2017-08-21,345.82,345.82,331.85,337.86,337.86,6458812.0,0.0,1.0,7.2,1.96,3.25
2017-08-22,2017-08-22,341.13,342.24,337.37,341.35,341.35,4288367.0,0.0,1.0,8.0,2.4,3.4000000000000004
2017-08-23,2017-08-23,338.99,353.49,338.3,352.77,352.77,4914201.0,0.0,1.0,7.84,2.8000000000000003,3.85
2017-08-24,2017-08-24,352.52,356.66,349.74,352.93,352.93,4540652.0,0.0,1.0,7.36,3.08,4.9
2017-08-25,2017-08-25,354.24,355.69,347.3,348.05,348.05,3461744.0,0.0,1.0,7.52,2.64,4.4
2017-08-28,2017-08-28,347.28,347.35,339.72,345.66,345.66,3718108.0,0.0,1.0,7.05,2.4,4.45
2017-08-29,2017-08-29,339.48,349.05,338.75,347.36,347.36,4032825.0,0.0,1.0,6.9,2.36,4.3500000000000005
2017-08-30,2017-08-30,349.67,353.47,347.0,353.18,353.18,3390055.0,0.0,1.0,6.75,2.28,4.2
2017-08-31,2017-08-31,353.55,358.44,352.82,355.9,355.9,4072795.0,0.0,1.0,7.8,2.0,4.15
2017-09-01,2017-09-01,356.12,357.59,353.69,355.4,355.4,3049546.0,0.0,1.0,12.15,1.12,2.15
2017-09-05,2017-09-05,353.8,355.49,345.89,349.59,349.59,3813862.0,0.0,1.0,10.36,2.25,3.72
2017-09-06,2017-09-06,349.5,350.98,341.56,344.53,344.53,4058983.0,0.0,1.0,10.22,1.65,2.82
2017-09-07,2017-09-07,345.98,352.48,343.45,350.61,350.61,4219997.0,0.0,1.0,10.36,1.35,2.16
2017-09-08,2017-09-08,348.99,349.78,342.3,343.4,343.4,3248803.0,0.0,1.0,10.22,1.5,1.98
2017-09-11,2017-09-11,351.35,363.71,350.0,363.69,363.69,7627917.0,0.0,1.0,14.72,0.92,1.85
2017-09-12,2017-09-12,364.49,368.76,360.4,362.75,362.75,5929289.0,0.0,1.0,13.28,1.16,2.0
2017-09-13,2017-09-13,363.82,368.07,359.59,366.23,366.23,4161382.0,0.0,1.0,12.8,0.84,1.65
2017-09-14,2017-09-14,364.33,377.96,362.63,377.64,377.64,7141663.0,0.0,1.0,16.0,1.28,1.95
2017-09-15,2017-09-15,374.51,380.0,372.7,379.81,379.81,5338678.0,0.0,1.0,13.6,0.92,1.75
2017-09-18,2017-09-18,380.25,389.61,377.68,385.0,385.0,7149295.0,0.0,1.0,14.4,0.8099999999999999,1.75
2017-09-19,2017-09-19,380.0,382.39,373.57,375.1,375.1,6256035.0,0.0,1.0,12.8,0.63,1.7000000000000002
2017-09-20,2017-09-20,373.0,378.25,371.07,373.91,373.91,4892872.0,0.0,1.0,12.96,0.63,1.8
2017-09-21,2017-09-21,374.9,376.83,364.51,366.48,366.48,4605428.0,0.0,1.0,12.96,0.75,1.7000000000000002
2017-09-22,2017-09-22,366.49,369.9,350.88,351.09,351.09,8105653.0,0.0,1.0,14.24,0.8099999999999999,1.7000000000000002
2017-09-25,2017-09-25,353.15,357.47,342.88,344.99,344.99,7542161.0,0.0,1.0,13.12,1.38,2.1700000000000004
2017-09-26,2017-09-26,350.93,351.24,340.9,345.25,345.25,7126550.0,0.0,1.0,13.44,1.5,2.5200000000000005
2017-09-27,2017-09-27,349.9,351.49,340.5,340.97,340.97,6010631.0,0.0,1.0,13.6,1.62,2.8000000000000003
2017-09-28,2017-09-28,339.88,342.75,335.4,339.6,339.6,5279310.0,0.0,1.0,13.28,2.58,3.22
2017-09-29,2017-09-29,341.86,344.68,338.6,341.1,341.1,5062297.0,0.0,1.0,14.08,6.0,7.000000000000001
2017-10-02,2017-10-02,342.52,343.7,335.51,341.53,341.53,4901453.0,0.0,1.0,13.43,2.88,4.0600000000000005
2017-10-03,2017-10-03,335.9,348.55,331.28,348.14,348.14,9981885.0,0.0,1.0,15.98,4.32,4.41
2017-10-04,2017-10-04,351.25,358.62,349.6,355.01,355.01,8120353.0,0.0,1.0,14.28,3.66,3.5700000000000003
2017-10-05,2017-10-05,356.0,357.44,351.35,355.33,355.33,4102286.0,0.0,1.0,14.62,3.12,4.340000000000002
2017-10-06,2017-10-06,353.1,360.1,352.25,356.88,356.88,4171789.0,0.0,1.0,16.150000000000002,5.76,6.9300000000000015
2017-10-09,2017-10-09,349.65,351.75,342.67,342.94,342.94,7406324.0,0.0,1.0,14.45,3.1500000000000004,3.84
2017-10-10,2017-10-10,346.8,355.63,345.53,355.59,355.59,6914972.0,0.0,1.0,14.45,3.4000000000000004,4.26
2017-10-11,2017-10-11,353.89,357.6,351.15,354.6,354.6,4476769.0,0.0,1.0,13.43,2.95,3.3
2017-10-12,2017-10-12,352.95,359.78,352.64,355.68,355.68,4047318.0,0.0,1.0,12.920000000000002,2.9000000000000004,3.06
2017-10-13,2017-10-13,356.98,358.49,353.68,355.57,355.57,3528413.0,0.0,1.0,13.77,2.75,3.24
2017-10-16,2017-10-16,353.76,354.48,347.16,350.6,350.6,5353262.0,0.0,1.0,13.92,3.0,2.75
2017-10-17,2017-10-17,350.91,356.22,350.07,355.75,355.75,3280670.0,0.0,1.0,13.12,2.4000000000000004,2.3000000000000003
2017-10-18,2017-10-18,355.97,363.0,354.13,359.65,359.65,4898808.0,0.0,1.0,12.96,2.0500000000000003,2.3000000000000003
2017-10-19,2017-10-19,355.56,357.15,348.2,351.81,351.81,5032884.0,0.0,1.0,13.12,2.9000000000000004,2.8000000000000003
2017-10-20,2017-10-20,352.69,354.55,344.34,345.1,345.1,4888221.0,0.0,1.0,11.84,2.95,3.1500000000000004
2017-10-23,2017-10-23,349.88,349.95,336.25,337.02,337.02,5715817.0,0.0,1.0,13.090000000000002,2.85,3.3
2017-10-24,2017-10-24,338.8,342.8,336.16,337.34,337.34,4463807.0,0.0,1.0,13.6,2.8000000000000003,3.36
2017-10-25,2017-10-25,336.7,337.5,323.56,325.84,325.84,8547764.0,0.0,1.0,15.13,2.6,3.54
2017-10-26,2017-10-26,327.78,330.23,323.2,326.17,326.17,4980316.0,0.0,1.0,15.13,3.0,3.78
2017-10-27,2017-10-27,319.75,324.59,316.66,320.87,320.87,6942493.0,0.0,1.0,14.45,2.7,3.42
2017-10-30,2017-10-30,319.18,323.78,317.25,320.08,320.08,4236029.0,0.0,1.0,12.920000000000002,1.88,3.66
2017-10-31,2017-10-31,320.23,331.95,320.18,331.53,331.53,5532647.0,0.0,1.0,13.43,1.88,2.82
2017-11-01,2017-11-01,332.25,332.61,320.26,321.08,321.08,7028856.0,0.0,1.0,2.5500000000000003,1.12,2.1
2017-11-02,2017-11-02,300.13,308.69,292.63,299.26,299.26,19731322.0,0.0,1.0,3.2300000000000004,1.28,2.28
2017-11-03,2017-11-03,299.5,306.25,295.13,306.09,306.09,8835157.0,0.0,1.0,2.72,1.08,1.74
