date,tesla,musk,elon
2019-03-23,9.8,2.76,3.7800000000000002
2019-03-24,8.05,2.25,2.58
2019-03-25,7.36,2.0,2.76
2019-03-26,6.67,2.2,3.0
2019-03-27,6.67,2.2,2.94
2019-03-28,6.67,1.9000000000000001,2.6999999999999997
2019-03-29,7.36,2.2,2.28
2019-03-30,7.590000000000001,2.15,2.82
2019-03-31,7.5,9.02,9.24
2019-04-01,15.0,11.0,11.0
2019-04-02,17.0,6.2700000000000005,6.6
2019-04-03,16.75,4.29,4.95
2019-04-04,21.5,5.06,5.17
2019-04-05,18.0,4.4,4.95
2019-04-06,15.5,3.96,3.3
2019-04-07,16.32,1.92,2.24
2019-04-08,15.6,1.68,2.3800000000000003
2019-04-09,13.68,1.68,2.31
2019-04-10,13.92,1.8599999999999999,2.1700000000000004
2019-04-11,14.399999999999999,1.7999999999999998,2.31
2019-04-12,17.04,2.28,2.8000000000000003
2019-04-13,16.8,1.8599999999999999,2.1700000000000004
2019-04-14,13.64,1.68,2.4
2019-04-15,12.540000000000001,1.74,2.64
2019-04-16,13.2,1.68,2.64
2019-04-17,13.2,1.56,2.4
2019-04-18,12.540000000000001,1.68,2.32
2019-04-19,13.2,1.6199999999999999,2.64
2019-04-20,14.96,3.2399999999999998,3.52
2019-04-21,22.94,4.68,4.77
2019-04-22,27.9,3.8699999999999997,3.8699999999999997
2019-04-23,28.21,4.5,4.2299999999999995
2019-04-24,31.0,3.78,4.32
2019-04-25,30.07,3.69,3.96
2019-04-26,22.94,3.15,3.2399999999999998
2019-04-27,21.08,2.6999999999999997,3.33
2019-04-28,17.42,1.74,1.7500000000000002
2019-04-29,17.16,1.98,2.1700000000000004
2019-04-30,17.94,2.1,2.7300000000000004
2019-05-01,20.28,3.3,4.970000000000001
2019-05-02,21.32,3.6599999999999997,4.970000000000001
2019-05-03,21.84,3.96,5.32
2019-05-04,20.28,3.42,3.9200000000000004
2019-05-05,19.5,4.550000000000001,3.99
2019-05-06,17.16,4.130000000000001,4.48
2019-05-07,18.72,4.2700000000000005,4.130000000000001
2019-05-08,18.98,4.130000000000001,4.340000000000001
2019-05-09,19.5,4.9,4.9
2019-05-10,24.96,7.000000000000001,7.000000000000001
2019-05-11,24.44,5.250000000000001,5.460000000000001
2019-05-12,22.0,4.62,4.130000000000001
2019-05-13,18.75,3.96,4.550000000000001
2019-05-14,20.75,3.12,3.99
2019-05-15,18.75,3.7199999999999998,4.0600000000000005
2019-05-16,19.25,3.6599999999999997,4.340000000000001
2019-05-17,22.0,4.26,5.250000000000001
2019-05-18,18.25,4.26,4.340000000000001
2019-05-19,21.28,4.550000000000001,4.96
2019-05-20,23.8,5.32,5.84
2019-05-21,24.92,4.2,5.36
2019-05-22,26.320000000000004,4.69,5.76
2019-05-23,28.000000000000004,4.83,5.44
2019-05-24,23.520000000000003,4.970000000000001,5.92
2019-05-25,22.680000000000003,4.62,4.96
2019-05-26,21.580000000000002,2.9000000000000004,3.6599999999999997
2019-05-27,19.5,2.8000000000000003,3.6599999999999997
2019-05-28,21.84,2.6,3.54
2019-05-29,21.32,2.85,3.3
2019-05-30,21.32,2.8000000000000003,3.2399999999999998
2019-05-31,21.060000000000002,2.5500000000000003,3.3
2019-06-01,19.240000000000002,3.35,3.9
2019-06-02,23.779999999999998,3.1500000000000004,3.0
2019-06-03,27.549999999999997,3.35,3.6
2019-06-04,28.999999999999996,3.5,3.85
2019-06-05,25.81,4.0,3.8000000000000003
2019-06-06,25.52,3.2,3.35
2019-06-07,25.81,2.75,2.9000000000000004
2019-06-08,26.099999999999998,3.0500000000000003,2.9000000000000004
2019-06-09,22.14,2.85,2.75
2019-06-10,21.6,2.5500000000000003,2.75
2019-06-11,22.950000000000003,3.0,2.9000000000000004
2019-06-12,24.840000000000003,3.1500000000000004,2.75
2019-06-13,21.330000000000002,3.0500000000000003,3.45
2019-06-14,20.25,3.1500000000000004,3.5
2019-06-15,22.68,3.1,3.1500000000000004
2019-06-16,22.1,6.0,5.58
2019-06-17,20.54,5.76,6.0
2019-06-18,20.54,5.3999999999999995,5.279999999999999
2019-06-19,19.76,4.68,4.32
2019-06-20,18.98,3.7199999999999998,3.54
2019-06-21,19.5,4.5,3.54
2019-06-22,20.28,3.9,4.2
2019-06-23,21.580000000000002,4.0,3.35
2019-06-24,20.28,3.6,2.95
2019-06-25,19.76,3.35,3.5
2019-06-26,20.28,2.6500000000000004,2.85
2019-06-27,18.98,2.75,2.8000000000000003
2019-06-28,21.060000000000002,4.9,4.65
2019-06-29,20.8,4.15,3.45
2019-06-30,19.76,2.64,2.2800000000000002
2019-07-01,18.98,1.56,1.76
2019-07-02,20.28,1.32,1.76
2019-07-03,23.14,1.6,1.6400000000000001
2019-07-04,19.240000000000002,1.44,1.6400000000000001
2019-07-05,18.72,1.56,1.6
2019-07-06,17.94,1.16,1.6400000000000001
2019-07-07,16.56,1.75,1.8
2019-07-08,15.84,1.6500000000000001,1.85
2019-07-09,16.08,1.9500000000000002,2.35
2019-07-10,18.24,2.2,2.5
2019-07-11,17.28,1.9500000000000002,2.25
2019-07-12,16.32,2.25,2.7
2019-07-13,18.96,3.0,3.5
2019-07-14,19.25,4.0,4.760000000000001
2019-07-15,17.25,4.5600000000000005,3.7800000000000002
2019-07-16,18.75,4.24,3.99
2019-07-17,19.5,8.0,7.000000000000001
2019-07-18,18.0,6.96,6.23
2019-07-19,18.5,5.36,5.670000000000001
2019-07-20,19.0,5.28,5.32
2019-07-21,20.720000000000002,4.2,4.74
2019-07-22,19.32,3.42,4.08
2019-07-23,20.44,2.58,3.12
2019-07-24,26.320000000000004,2.88,3.2399999999999998
2019-07-25,28.000000000000004,2.94,3.9
2019-07-26,22.12,3.3,3.6599999999999997
2019-07-27,22.400000000000002,2.88,3.1799999999999997
2019-07-28,17.759999999999998,2.2,2.4000000000000004
2019-07-29,16.32,2.25,2.3000000000000003
2019-07-30,17.759999999999998,2.2,2.95
2019-07-31,17.28,2.1,2.6
2019-08-01,21.119999999999997,3.5,2.95
2019-08-02,22.56,2.75,3.5500000000000003
2019-08-03,22.56,3.6500000000000004,3.1500000000000004
2019-08-04,21.62,2.92,3.8000000000000003
2019-08-05,20.470000000000002,2.24,3.1500000000000004
2019-08-06,20.7,2.52,3.25
2019-08-07,20.240000000000002,2.6,4.25
2019-08-08,19.55,2.56,3.25
2019-08-09,19.78,2.4,2.75
2019-08-10,21.16,3.56,4.1000000000000005
2019-08-11,21.39,5.0,5.9399999999999995
2019-08-12,21.16,3.6,5.3999999999999995
2019-08-13,19.55,3.95,4.9799999999999995
2019-08-14,20.240000000000002,3.25,4.62
2019-08-15,20.470000000000002,3.3000000000000003,4.4399999999999995
2019-08-16,20.240000000000002,3.6500000000000004,4.5
2019-08-17,22.77,4.45,4.92
2019-08-18,23.0,3.35,4.74
2019-08-19,22.080000000000002,3.25,4.68
2019-08-20,21.16,3.5,4.62
2019-08-21,22.080000000000002,4.0,5.22
2019-08-22,21.39,4.3500000000000005,5.16
2019-08-23,20.93,4.3,5.16
2019-08-24,21.85,3.7,4.859999999999999
2019-08-25,19.74,3.3000000000000003,3.9
2019-08-26,17.22,3.6500000000000004,4.5
2019-08-27,16.59,4.3500000000000005,6.0
2019-08-28,17.849999999999998,3.75,5.58
2019-08-29,19.529999999999998,3.8000000000000003,5.7
2019-08-30,18.48,3.8000000000000003,5.52
2019-08-31,17.849999999999998,3.2,4.4399999999999995
2019-09-01,15.62,2.24,4.32
2019-09-02,15.4,2.2800000000000002,4.2
2019-09-03,15.62,1.84,3.96
2019-09-04,16.5,2.0,3.9
2019-09-05,15.18,2.04,4.2
2019-09-06,14.96,2.24,3.96
2019-09-07,15.4,1.92,3.78
2019-09-08,14.96,2.12,2.5500000000000003
2019-09-09,15.84,2.12,3.25
2019-09-10,17.6,2.52,3.1500000000000004
2019-09-11,16.5,2.2,3.2
2019-09-12,17.6,2.12,3.3000000000000003
2019-09-13,16.06,2.24,3.2
2019-09-14,17.6,1.84,2.5500000000000003
2019-09-15,17.71,2.6500000000000004,3.48
2019-09-16,16.330000000000002,3.0500000000000003,4.02
2019-09-17,16.330000000000002,3.35,4.2
2019-09-18,17.94,2.7,3.6599999999999997
2019-09-19,17.48,2.85,3.96
2019-09-20,17.25,3.1,4.2
2019-09-21,17.48,2.2,4.5
2019-09-22,20.5,2.5,3.36
2019-09-23,19.25,2.75,3.96
2019-09-24,20.25,2.85,4.2
2019-09-25,20.0,3.0500000000000003,3.84
2019-09-26,21.25,2.6500000000000004,4.32
2019-09-27,22.75,2.6,3.5999999999999996
2019-09-28,25.0,3.2,4.5
2019-09-29,24.18,6.0,7.000000000000001
2019-09-30,21.32,5.64,6.930000000000001
2019-10-01,17.16,1.8599999999999999,2.45
2019-10-02,18.72,1.8599999999999999,2.5200000000000005
2019-10-03,17.68,1.68,2.24
2019-10-04,17.68,1.38,2.0300000000000002
2019-10-05,17.16,1.5,2.24
2019-10-06,14.639999999999999,1.2000000000000002,1.7999999999999998
2019-10-07,14.399999999999999,1.3,1.68
2019-10-08,14.879999999999999,1.25,1.92
2019-10-09,15.12,1.3,1.68
2019-10-10,15.36,1.1500000000000001,1.7999999999999998
2019-10-11,14.879999999999999,1.1500000000000001,1.68
2019-10-12,15.84,1.0,1.8599999999999999
2019-10-13,14.399999999999999,4.08,4.95
2019-10-14,16.32,8.0,9.0
2019-10-15,14.879999999999999,3.6,4.32
2019-10-16,14.879999999999999,2.56,2.88
2019-10-17,15.6,2.24,3.06
2019-10-18,14.879999999999999,2.16,2.07
2019-10-19,16.8,1.84,2.61
2019-10-20,19.43,1.3,1.35
2019-10-21,17.689999999999998,1.05,1.25
2019-10-22,17.689999999999998,1.35,1.4500000000000002
2019-10-23,23.2,1.25,1.3
2019-10-24,28.999999999999996,1.35,1.5
2019-10-25,24.36,1.1500000000000001,1.4000000000000001
2019-10-26,23.2,1.2000000000000002,1.35
2019-10-27,20.02,1.61,2.48
2019-10-28,19.76,1.8900000000000001,2.48
2019-10-29,17.68,2.24,2.72
2019-10-30,16.64,4.69,5.44
2019-10-31,14.56,3.2900000000000005,3.7600000000000002
2019-11-01,1.56,1.2600000000000002,2.0
2019-11-02,1.82,1.33,1.76
2019-11-03,1.68,0.9500000000000001,1.26
2019-11-04,1.68,0.8500000000000001,1.38
2019-11-05,1.44,0.8,1.2
2019-11-06,1.68,1.0,1.26
2019-11-07,1.68,0.7000000000000001,1.2
2019-11-08,1.68,0.75,1.3199999999999998
2019-11-09,1.68,0.65,1.2
2019-11-10,1.5,0.65,1.33
2019-11-11,1.75,0.75,1.33
2019-11-12,1.75,0.8,1.54
2019-11-13,1.75,1.0,1.4700000000000002
2019-11-14,2.0,0.9,1.4700000000000002
2019-11-15,1.75,0.7000000000000001,1.33
2019-11-16,1.75,0.8500000000000001,2.24
2019-11-17,7.0,1.7999999999999998,2.3800000000000003
2019-11-18,8.0,2.04,2.66
2019-11-19,8.0,1.7999999999999998,2.5200000000000005
2019-11-20,8.0,2.16,3.08
2019-11-21,13.0,2.76,7.000000000000001
2019-11-22,100.0,11.52,13.72
2019-11-23,63.0,12.0,14.000000000000002
2019-11-24,36.9,12.32,13.120000000000001
2019-11-25,30.6,11.200000000000001,11.68
2019-11-26,24.3,8.48,9.44
2019-11-27,20.7,7.04,8.32
2019-11-28,21.6,6.4,6.4
2019-11-29,15.3,5.6000000000000005,5.6000000000000005
2019-11-30,11.700000000000001,4.64,4.96
2019-12-01,34.0,6.4799999999999995,7.5
2019-12-02,30.26,6.21,7.9
2019-12-03,29.580000000000002,6.66,8.0
2019-12-04,28.220000000000002,6.66,8.0
2019-12-05,26.860000000000003,7.6499999999999995,8.8
2019-12-06,25.840000000000003,8.82,10.0
2019-12-07,27.880000000000003,9.0,9.5
2019-12-08,22.12,5.12,5.85
2019-12-09,20.160000000000004,5.28,6.569999999999999
2019-12-10,19.32,5.68,7.02
2019-12-11,18.76,6.16,6.75
2019-12-12,19.6,4.64,6.21
2019-12-13,19.6,5.76,7.02
2019-12-14,21.28,6.4,6.12
2019-12-15,19.43,3.96,3.5999999999999996
2019-12-16,19.72,2.88,2.88
2019-12-17,19.139999999999997,2.88,3.42
2019-12-18,20.009999999999998,3.0,3.42
2019-12-19,21.75,2.46,2.46
2019-12-20,20.59,2.94,3.42
2019-12-21,22.04,3.0,3.12
2019-12-22,29.049999999999997,3.2399999999999998,4.130000000000001
2019-12-23,33.25,4.02,4.2
2019-12-24,32.199999999999996,3.42,4.130000000000001
2019-12-25,30.45,3.84,4.41
2019-12-26,28.349999999999998,3.06,3.5700000000000003
2019-12-27,29.4,2.6399999999999997,3.2900000000000005
2019-12-28,27.299999999999997,4.5,4.83
2019-12-29,20.4,4.83,4.48
2019-12-30,23.099999999999998,4.62,4.62
2019-12-31,23.099999999999998,3.6400000000000006,3.9200000000000004
2020-01-01,15.899999999999999,1.8900000000000001,1.6800000000000002
2020-01-02,17.7,1.4700000000000002,1.6800000000000002
2020-01-03,18.599999999999998,1.4000000000000001,1.7500000000000002
2020-01-04,15.6,1.33,1.4700000000000002
2020-01-05,14.499999999999998,2.16,2.8600000000000003
2020-01-06,14.499999999999998,1.92,2.6
2020-01-07,17.689999999999998,3.12,4.03
2020-01-08,17.98,4.32,5.33
2020-01-09,18.56,12.0,13.0
2020-01-10,15.95,7.319999999999999,9.49
2020-01-11,14.209999999999999,5.04,6.24
2020-01-12,14.399999999999999,2.1700000000000004,2.32
2020-01-13,19.5,1.9600000000000002,2.64
2020-01-14,20.4,1.7500000000000002,2.24
2020-01-15,18.3,1.8200000000000003,2.32
2020-01-16,18.3,1.6800000000000002,2.16
2020-01-17,16.5,1.61,2.16
2020-01-18,14.7,1.8900000000000001,2.24
2020-01-19,14.7,1.8900000000000001,1.8200000000000003
2020-01-20,15.6,1.54,1.7500000000000002
2020-01-21,17.099999999999998,1.33,1.8200000000000003
2020-01-22,20.4,1.9600000000000002,2.31
2020-01-23,19.5,2.24,2.1700000000000004
2020-01-24,17.4,2.1700000000000004,2.0300000000000002
2020-01-25,16.2,1.61,1.7500000000000002
2020-01-26,15.84,1.36,1.6
2020-01-27,16.17,1.36,1.84
2020-01-28,17.490000000000002,1.6,1.92
2020-01-29,24.75,1.76,2.16
2020-01-30,33.0,2.08,2.32
2020-01-31,23.43,3.36,3.6
2020-02-01,12.540000000000001,7.5200000000000005,7.04
2020-02-02,17.82,8.4,8.36
2020-02-03,29.700000000000003,6.4,7.04
2020-02-04,54.0,10.0,11.0
2020-02-05,49.14,7.800000000000001,8.36
2020-02-06,35.64,6.9,7.48
2020-02-07,27.540000000000003,5.7,6.71
2020-02-08,19.98,5.7,6.49
2020-02-09,12.24,4.2700000000000005,4.5600000000000005
2020-02-10,15.3,4.0600000000000005,5.04
2020-02-11,14.620000000000001,3.6400000000000006,4.16
2020-02-12,13.260000000000002,3.43,4.08
2020-02-13,15.3,3.6400000000000006,4.32
2020-02-14,13.940000000000001,3.7800000000000002,4.4
2020-02-15,12.24,3.3600000000000003,4.16
2020-02-16,11.9,3.6400000000000006,3.52
2020-02-17,11.56,3.0100000000000002,3.84
2020-02-18,13.940000000000001,3.8500000000000005,4.24
2020-02-19,15.98,3.7100000000000004,4.0
2020-02-20,15.64,3.43,3.6
2020-02-21,13.600000000000001,3.99,4.64
2020-02-22,11.9,3.2900000000000005,4.24
2020-02-23,10.88,4.340000000000001,4.16
2020-02-24,14.620000000000001,4.0600000000000005,4.8
2020-02-25,14.620000000000001,3.9200000000000004,4.4
2020-02-26,13.940000000000001,3.2900000000000005,3.84
2020-02-27,14.96,3.08,3.52
2020-02-28,16.66,3.7100000000000004,4.08
2020-02-29,12.58,3.5000000000000004,3.84
2020-03-01,22.63,4.0600000000000005,3.7100000000000004
2020-03-02,29.45,3.43,3.6400000000000006
2020-03-03,27.9,3.1500000000000004,3.8500000000000005
2020-03-04,25.73,3.2900000000000005,3.5000000000000004
2020-03-05,24.8,3.7800000000000002,4.41
2020-03-06,24.8,4.550000000000001,5.040000000000001
2020-03-07,22.94,7.000000000000001,6.580000000000001
2020-03-08,20.77,6.5600000000000005,7.12
2020-03-09,31.0,5.92,6.8
2020-03-10,27.9,6.88,8.0
2020-03-11,26.04,5.04,6.5600000000000005
2020-03-12,28.21,4.5600000000000005,5.5200000000000005
2020-03-13,26.97,3.2,3.6
2020-03-14,21.08,4.24,4.0
2020-03-15,17.7,3.22,3.43
2020-03-16,24.3,3.0100000000000002,2.66
2020-03-17,24.3,3.08,3.08
2020-03-18,29.7,3.22,3.9200000000000004
2020-03-19,27.9,5.040000000000001,5.250000000000001
2020-03-20,24.599999999999998,4.83,4.970000000000001
2020-03-21,17.099999999999998,4.970000000000001,5.390000000000001
2020-03-22,13.44,6.72,6.08
2020-03-23,17.759999999999998,4.96,4.8
2020-03-24,18.0,7.28,6.8
2020-03-25,18.24,4.64,5.2
2020-03-26,17.28,5.76,5.36
2020-03-27,15.36,6.48,6.4
2020-03-28,12.719999999999999,6.08,5.28
2020-03-29,9.200000000000001,3.48,3.36
2020-03-30,10.8,3.12,3.3
2020-03-31,11.4,2.88,2.76
2020-04-01,12.600000000000001,1.6199999999999999,1.8599999999999999
2020-04-02,14.8,2.16,2.1
2020-04-03,14.4,2.1,2.04
2020-04-04,9.4,1.7999999999999998,1.8599999999999999
2020-04-05,8.93,1.35,1.4000000000000001
2020-04-06,11.78,1.05,1.25
2020-04-07,11.21,1.05,1.4500000000000002
2020-04-08,12.540000000000001,1.35,1.4500000000000002
2020-04-09,11.21,0.9,1.25
2020-04-10,10.83,1.1,1.25
2020-04-11,9.5,0.9500000000000001,0.9
2020-04-12,10.08,1.38,1.26
2020-04-13,14.49,1.14,1.3199999999999998
2020-04-14,16.59,1.14,1.44
2020-04-15,15.12,1.26,1.26
2020-04-16,14.7,1.98,2.16
2020-04-17,14.7,2.1,2.2199999999999998
2020-04-18,12.809999999999999,2.1,2.28
2020-04-19,10.83,2.04,2.1
2020-04-20,12.73,1.3199999999999998,1.8599999999999999
2020-04-21,12.92,1.68,1.98
2020-04-22,12.540000000000001,1.44,1.7999999999999998
2020-04-23,11.78,1.68,1.98
2020-04-24,10.64,1.68,1.8599999999999999
2020-04-25,9.5,1.68,1.74
2020-04-26,13.780000000000001,6.2700000000000005,6.46
2020-04-27,17.68,7.98,10.07
2020-04-28,19.240000000000002,6.46,7.41
2020-04-29,24.44,12.16,12.73
2020-04-30,26.0,19.0,19.0
2020-05-01,26.0,3.8,3.61
2020-05-02,22.880000000000003,4.18,4.18
2020-05-03,14.72,12.0,12.0
2020-05-04,16.1,9.0,9.0
2020-05-05,16.79,62.0,60.0
2020-05-06,15.870000000000001,100.0,100.0
2020-05-07,15.64,84.0,84.0
2020-05-08,16.560000000000002,61.0,60.0
